Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type	Pol
2014-Bonnet_CE_Oct23.xml	701	la dispendieuse couverture des voies	dispendieuse	axiol	neg
2014-Bonnet_CE_Oct23.xml	717	une voie nouvelle	inutile	axiol	neg
2014-Bonnet_CE_Oct23.xml	718	un autre projet			
2014-Bonnet_CE_Oct23.xml	718	urbaniser sans nouvelles voies	le directeur de l’Atelier international du Grand Paris doutait de la possibilité	autre	
2014-Bonnet_CE_Oct23.xml	731	ont permis de créer des allées nouvelles	ont permis	autre	
2014-Bonnet_CE_Oct23.xml	731	allées nouvelles			
2014-Bonnet_CE_Oct23.xml	731	le campus, dessiné par l’architecte René Egger en 1969			
2014-Bonnet_CE_Oct23.xml	731	un projet paysager d’envergure			
2014-Bonnet_CE_Oct23.xml	733	ce sol public ainsi maillé et préservé			
2014-Bonnet_CE_Oct23.xml	733	un aménagement « durable »	pourrait être l’occasion	autre	
2014-Bonnet_CE_Oct23.xml	753	nouveaux logements	autorisent à la fois	autre	
2014-Bonnet_CE_Oct23.xml	753	l’adaptation au tissu de faubourg	autorisent à la fois	autre	
2014-Bonnet_CE_Oct23.xml	784	un « quartier durable »	souhaitait	boul	
2014-Bonnet_CE_Oct23.xml	787	Aucune voirie nouvelle	n’est nécessaire	autre	
2014-Bonnet_CE_Oct23.xml	787	seront connectés directement aux voies existantes			
2014-Bonnet_CE_Oct23.xml	797	avions bouleversé 5 km de quais	bouleversé	axiol	
2014-Bonnet_CE_Oct23.xml	798	Cette mutation manifeste mais discrète	relève d’une éthique d’intervention	axiol	
2014-Bonnet_CE_Oct23.xml	877	sa préservation	est un atout	axiol	pos
2014-Bonnet_CE_Oct23.xml	879	l’urbanisation			
2014-Bonnet_CE_Oct23.xml	879	la « sanctuarisation » des territoires agricoles	est positive pour l’agglomération	axiol	pos
2014-Bonnet_CE_Oct23.xml	879	le devenir de l’ensemble urbain			
2014-Bonnet_CE_Oct23.xml	880	Le confortement des digues			
2014-Bonnet_CE_Oct23.xml	880	un projet urbain ambitieux	ambitieux	axiol	pos
2014-Bonnet_CE_Oct23.xml	880	l’action fondatrice d’un retournement de l’agglomération			
2014-Bonnet_CE_Oct23.xml	881	peut ménager une grande promenade habitée	peut	autre	
2014-Bonnet_CE_Oct23.xml	882	le souffle métropolitain que Bordeaux a su reconquérir	a su	autre	
2014-Bonnet_CE_Oct23.xml	882	le projet des berges de la Garonne			
2014-Bonnet_CE_Oct23.xml	883	un renouvellement considérable	l’espoir	axiol	pos
2014-Bonnet_CE_Oct23.xml	888	le projet territorial			
2014-Bonnet_CE_Oct23.xml	888	un aménagement	les avantages	axiol	pos
2014-Bonnet_CE_Oct23.xml	897	avait de bonnes raisons de ne jamais advenir	avait de bonnes raisons	axiol	
2014-Bonnet_CE_Oct23.xml	917	Le projet transforme un problème urbain	en atout paysager	axiol	pos
2014-Bonnet_CE_Oct23.xml	917	renouveau de la ville constituée			
2014-Bonnet_CE_Oct23.xml	929	développement urbain			
2014-Bonnet_CE_Oct23.xml	929	ces travaux d’infrastructure	il s’avère qu’il serait plus profitable d’utiliser	axiol	pos
2014-Bonnet_CE_Oct23.xml	930	permettrait de construire davantage	permettrait	autre	
2014-Bonnet_CE_Oct23.xml	930	mises en œuvre			
2014-Bonnet_CE_Oct23.xml	942	construire	s’avère positif	axiol	pos
2014-Bonnet_CE_Oct23.xml	942	les aménagements	permettraient une certaine continuité des usages quotidiens en période de crue	autre	
2014-Bonnet_CE_Oct23.xml	947	la métropolisation	est une chance		
2014-Bonnet_CE_Oct23.xml	957	agir sur le territoire	un engagement	axiol	
2014-Bonnet_CE_Oct23.xml	1002	l’urbanisation douce	douce	axiol	pos
2014-Bonnet_CE_Oct23.xml	1002	la croissance contrastée des communes			
2014-Bonnet_CE_Oct23.xml	1015	Ce projet simple	majeur	axiol	
2011-Desvigne_CE_Oct23.xml	34	la transformation de ces sites	J’imagine	axiol	
2011-Desvigne_CE_Oct23.xml	42	Cette carrière abandonnée			
2011-Desvigne_CE_Oct23.xml	42	doit être transformée	doit	autre	
2011-Desvigne_CE_Oct23.xml	44	varie en permanence	comme la métaphore d’un cycle biologique	axiol	
2011-Desvigne_CE_Oct23.xml	47	la transformation (souvent lointaine, hypothétique ou aléatoire) des grands sites	souvent lointaine, hypothétique ou aléatoire	axiol	
2011-Desvigne_CE_Oct23.xml	48	processus de projet	Je suis, comme tous, ébahi et transformé par la maîtrise	axiol	pos
2011-Desvigne_CE_Oct23.xml	64	transformer de tels territoires			
2011-Desvigne_CE_Oct23.xml	64	n’agir que sur la nature de ses composants	je propose	axiol	
2011-Desvigne_CE_Oct23.xml	64	substituer par d’autres	je propose	axiol	
2011-Desvigne_CE_Oct23.xml	72	l’extrême dégradation du site	l’extrême dégradation	axiol	neg
2011-Desvigne_CE_Oct23.xml	73	un processus de substitution de ces traces horticoles	Nous imaginons	axiol	
2011-Desvigne_CE_Oct23.xml	73	tout reste en place			
2011-Desvigne_CE_Oct23.xml	73	tout change de nature			
2011-Desvigne_CE_Oct23.xml	77	Le processus de substitution	n’est pas simplement déductif	axiol	
2011-Desvigne_CE_Oct23.xml	77	le travail de transformation des traces	je retrouve le plaisir des « jardins élémentaires »	axiol	pos
2011-Desvigne_CE_Oct23.xml	86	son étalement récent	est banalisée	axiol	
2011-Desvigne_CE_Oct23.xml	89	la plantation progressive de ces parcelles	Nous proposons	axiol	
2011-Desvigne_CE_Oct23.xml	92	Ni restauration	c’est une invention singulière	axiol	
2011-Desvigne_CE_Oct23.xml	92	ni reconquête	c’est une invention singulière	axiol	
2011-Desvigne_CE_Oct23.xml	104	La dépollution de la péninsule	nécessite	autre	
2011-Desvigne_CE_Oct23.xml	104	une véritable table rase	véritable	axiol	
2011-Desvigne_CE_Oct23.xml	105	Le quartier futur imaginé	ne nous convainc pas	axiol	neg
2011-Desvigne_CE_Oct23.xml	110	Douze mille arbres plantés			
2011-Desvigne_CE_Oct23.xml	110	font surgir un paysage forestier			
2011-Desvigne_CE_Oct23.xml	110	évoluera	vers une sorte de naturalité	axiol	
2011-Desvigne_CE_Oct23.xml	120	remembrement parcellaire	bouleversements récents	axiol	
2011-Desvigne_CE_Oct23.xml	120	développement des friches	bouleversements récents	axiol	
2011-Desvigne_CE_Oct23.xml	120	prolifération autoroutière	bouleversements récents	axiol	
2011-Desvigne_CE_Oct23.xml	120	entrées de ville dévastées	bouleversements récents	axiol	
2011-Desvigne_CE_Oct23.xml	126	son processus de fabrication	indéchiffrable	axiol	
2011-Desvigne_CE_Oct23.xml	126	tout projet sur la banlieue			
2011-Desvigne_CE_Oct23.xml	130	des grands projets			
2011-Desvigne_CE_Oct23.xml	130	censés résorber les friches urbaines	censés	axiol	
2011-Desvigne_CE_Oct23.xml	131	se réalisent ces projets réchauffés	ces projets réchauffés	axiol	neg
2011-Desvigne_CE_Oct23.xml	133	exploiter les terrains vacants	nous proposons	axiol	
2011-Desvigne_CE_Oct23.xml	133	permettre à une forme de nature de s’installer	permettre	autre	
2011-Desvigne_CE_Oct23.xml	135	transformation urbaine	un rôle puissant	axiol	
2011-Desvigne_CE_Oct23.xml	136	un paysage en attente			
2011-Desvigne_CE_Oct23.xml	136	valorise les délaissés	valorise	axiol	pos
2011-Desvigne_CE_Oct23.xml	137	se fabrique			
2011-Desvigne_CE_Oct23.xml	137	un « paysage refondateur »	Avec un peu d’ambition, ce pourrait être	axiol+autre	
2011-Desvigne_CE_Oct23.xml	137	pourrait être régénérée	pourrait	autre	
2011-Desvigne_CE_Oct23.xml	151	restent à l’abandon	En l’absence de volonté publique	axiol	
2011-Desvigne_CE_Oct23.xml	153	agir sans attendre sur le territoire	nous développons des hypothèses pragmatiques, pratiquement sans moyens	axiol	
2011-Desvigne_CE_Oct23.xml	153	contrôler collectivement	nous développons des hypothèses pragmatiques, pratiquement sans moyens	axiol	
2011-Desvigne_CE_Oct23.xml	154	structurer les vides	Au lieu de chercher	axiol	
2011-Desvigne_CE_Oct23.xml	154	en y superposant un ordre de composition			
2011-Desvigne_CE_Oct23.xml	154	élaborent une nouvelle géographie			
2011-Desvigne_CE_Oct23.xml	154	redonner une fertilité au sol			
2011-Desvigne_CE_Oct23.xml	154	décontaminer			
2011-Desvigne_CE_Oct23.xml	154	un mode de gestion sur une longue durée			
2011-Desvigne_CE_Oct23.xml	155	des projets substantiels			
2011-Desvigne_CE_Oct23.xml	155	prennent forme			
2011-Desvigne_CE_Oct23.xml	155	s’installe	il est au moins possible de profiter de cette vacance	axiol	
2011-Desvigne_CE_Oct23.xml	155	redessine la géographie	il est au moins possible de profiter de cette vacance	axiol	
2011-Desvigne_CE_Oct23.xml	163	l’aménagement du territoire	La conscience et surtout la compétence qu’ils ont développées		
2011-Desvigne_CE_Oct23.xml	171	la transformation du territoire	La complexité	axiol	
2011-Desvigne_CE_Oct23.xml	176	leur improbable évolution simultanée	improbable	autre	
2011-Desvigne_CE_Oct23.xml	177	les seuls composants en évolution			
2011-Desvigne_CE_Oct23.xml	177	leurs transformations individuelles	il est possible de concevoir les modalités	autre	
2011-Desvigne_CE_Oct23.xml	180	transformations spectaculaires	spectaculaires	axiol	
2011-Desvigne_CE_Oct23.xml	180	aménagement des quais			
2011-Desvigne_CE_Oct23.xml	183	la transformation de ce paysage	souhaitent se doter d’une « vision »	boul	
2011-Desvigne_CE_Oct23.xml	183	sa construction cohérente	cohérente	axiol	pos
2011-Desvigne_CE_Oct23.xml	192	leur transformation possible	possible	autre	
2011-Desvigne_CE_Oct23.xml	221	leur capacité à transformer	ce qui me fascine	axiol	
2011-Desvigne_CE_Oct23.xml	222	les forêts plantées artificiellement	J’aime	axiol	
2011-Desvigne_CE_Oct23.xml	236	se dessine nécessairement une forme d’archipel aux polarités multiples			
2011-Desvigne_CE_Oct23.xml	236	une immensité construite	fantasme	axiol	neg
2011-Desvigne_CE_Oct23.xml	239	en boisant les vallons qui relient le plateau et les vallées	j’imagine que l’on peut « amplifier » cette nature	axiol	
2011-Desvigne_CE_Oct23.xml	241	permet d’organiser, comme à Boston, déplacements, gestion de l’eau, espaces publics	permet	autre	
2011-Desvigne_CE_Oct23.xml	245	notre intervention	est même devenue obligatoire	autre	
2011-Desvigne_CE_Oct23.xml	257	Le désir de construction	désir	boul	
2011-Desvigne_CE_Oct23.xml	257	projets territoriaux	de plus modestes prototypes	axiol	
2011-Desvigne_CE_Oct23.xml	258	Ces maigres mais réjouissantes réalisations	m’apparaissent avec le même optimisme comme les préfigurations, les préalables	axiol	pos
2011-Desvigne_CE_Oct23.xml	258	des vastes transformations annoncées	m’apparaissent avec le même optimisme comme les préfigurations, les préalables	axiol	pos
2011-Desvigne_CE_Oct23.xml	259	souvent exécutés	dans l’urgence électorale	axiol	neg
2011-Desvigne_CE_Oct23.xml	263	ne dessine pas une ville			
2011-Desvigne_CE_Oct23.xml	263	la recomposition de nos territoires urbains	je crois à la puissance	autre	
2011-Desvigne_CE_Oct23.xml	264	la construction des espaces publics	Je crois	autre	
2011-Desvigne_CE_Oct23.xml	264	grands étalements urbains			
2011-Desvigne_CE_Oct23.xml	269	ces transformations	J’aime l’idée	axiol	
2011-Desvigne_CE_Oct23.xml	300	de fantastiques projets d’amplification de la géographie	fantastiques	axiol	pos
2011-Desvigne_CE_Oct23.xml	300	amplifiaient la présence de cette nature			
2011-Desvigne_CE_Oct23.xml	301	plantaient abondamment ces coteaux et vallons			
2011-Desvigne_CE_Oct23.xml	301	géraient l’écoulement de l’eau	de manière significative	axiol	
2011-Desvigne_CE_Oct23.xml	301	installaient toute la viabilisation et notamment les voies de circulations			
2011-Desvigne_CE_Oct23.xml	301	fabriquant ainsi le développement de la ville			
2011-Desvigne_CE_Oct23.xml	302	ce mode de viabilisation	L’extraordinaire	axiol	pos
2011-Desvigne_CE_Oct23.xml	320	l’urbanisation actuelle	en lui donnant sens, structure et qualité de vie	axiol	pos
2011-Desvigne_CE_Oct23.xml	335	un projet de recomposition d’un territoire	la réussite	axiol	pos
2011-Desvigne_CE_Oct23.xml	340	l’aménagement des territoires	l’écueil	axiol	neg
2011-Desvigne_CE_Oct23.xml	341	se construisent des premières tranches	une vision globale improbable	axiol	neg
2011-Desvigne_CE_Oct23.xml	342	l’addition de premières tranches d’ensembles	qui n’existeront jamais	axiol	
2011-Desvigne_CE_Oct23.xml	356	l’arrivée à Lens d’une annexe du musée du Louvre	renforcer une zone minière en crise depuis deux générations		
2011-Desvigne_CE_Oct23.xml	359	La requalification paysagère du tissage de ces cavaliers			
2011-Desvigne_CE_Oct23.xml	359	permettra de donner la structure et les liaisons manquantes	permettra	autre	
2011-Desvigne_CE_Oct23.xml	361	Les premières réalisations	participent d’un double enjeu	axiol	
2011-Desvigne_CE_Oct23.xml	361	amorcer le processus de transformation du territoire			
2011-Desvigne_CE_Oct23.xml	414	a beaucoup construit	sans conscience	axiol	neg
2011-Desvigne_CE_Oct23.xml	414	bâtissait	sans conscience	axiol	neg
2011-Desvigne_CE_Oct23.xml	414	sans réaliser des espaces publics			
2011-Desvigne_CE_Oct23.xml	414	urbanisations produites			
2011-Desvigne_CE_Oct23.xml	416	rééquilibrer la proportion de paysage et de bâti	L’urgence	axiol	
2011-Desvigne_CE_Oct23.xml	419	puisse devenir un parc	puisse		
2011-Desvigne_CE_Oct23.xml	424	permet de fabriquer de vastes territoires	permet	autre	
2011-Desvigne_CE_Oct23.xml	433	ne se sont jamais passées comme prévu	comme prévu		
2011-Desvigne_CE_Oct23.xml	437	possibilités, d’adaptations et d’ajustements	possibilités	autre	
2011-Desvigne_CE_Oct23.xml	438	peuvent paraître inachevés	peuvent paraître	autre	
2011-Desvigne_CE_Oct23.xml	440	transformer les territoires			
2011-Desvigne_CE_Oct23.xml	440	ce qui s’y construit			
2011-Desvigne_CE_Oct23.xml	442	des transformations successives	Je considère	axiol	
2011-Desvigne_CE_Oct23.xml	445	se sont déplacées	offrant l’opportunité	axiol	pos
2011-Desvigne_CE_Oct23.xml	445	créer un lien majeur pour Bordeaux : un très vaste parc en centre-ville	offrant l’opportunité	axiol	pos
2011-Desvigne_CE_Oct23.xml	447	un processus très pragmatique de substitutions progressives	très pragmatique		
2011-Desvigne_CE_Oct23.xml	447	est immédiatement plantée			
2011-Desvigne_CE_Oct23.xml	449	les mutations			
2011-Desvigne_CE_Oct23.xml	449	accueillir les nouveaux quartiers			
2011-Desvigne_CE_Oct23.xml	449	les nouveaux quartiers			
2011-Desvigne_CE_Oct23.xml	454	veut faire la «place centrale»	veut	boul	
2011-Desvigne_CE_Oct23.xml	457	Renonçant à toute composition préétablie			
2011-Desvigne_CE_Oct23.xml	457	jeu de recompositions permanentes	permet de s’accommoder au temps spécifique du District		
2011-Desvigne_CE_Oct23.xml	474	la mutation de grandes infrastructures	lenteurs et difficultés	axiol	neg
2011-Desvigne_CE_Oct23.xml	475	pouvaient se mettre peu à peu en place	pouvaient	autre	
2011-Desvigne_CE_Oct23.xml	475	les mutations			
2011-Desvigne_CE_Oct23.xml	475	les chantiers			
2011-Desvigne_CE_Oct23.xml	488	le processus de transformation des territoires			
2011-Desvigne_CE_Oct23.xml	488	les sites en mutation			
2011-Desvigne_CE_Oct23.xml	488	peuvent rapidement se transformer	en chantier permanent	axiol	neg
2011-Desvigne_CE_Oct23.xml	489	la fabrication de la ville	impose de montrer rapidement	axiol	
2011-Desvigne_CE_Oct23.xml	489	quelque chose se passe			
2011-Desvigne_CE_Oct23.xml	492	une réalisation rapide	chose impossible	axiol	
2011-Desvigne_CE_Oct23.xml	492	le chantier			
2011-Desvigne_CE_Oct23.xml	492	le futur aménagement			
2011-Desvigne_CE_Oct23.xml	493	composerait ainsi un « paysage zéro », paysage de préfiguration			
2011-Desvigne_CE_Oct23.xml	493	la mise en œuvre	pourraient être très rapides	autre	
2011-Desvigne_CE_Oct23.xml	496	Évolutif et flexible			
2011-Desvigne_CE_Oct23.xml	496	la progression naturelle du développement du quartier	la progression naturelle	axiol	
2011-Desvigne_CE_Oct23.xml	498	Autant d’actions			
2011-Desvigne_CE_Oct23.xml	498	les dessins futurs	n’hypothéqueront aucunement	axiol	
2011-Desvigne_CE_Oct23.xml	498	le futur campus			
2011-Desvigne_CE_Oct23.xml	498	en valorisant les terrains	en valorisant	axiol	pos
2011-Desvigne_CE_Oct23.xml	500	se consolider	l’aider	axiol	
2011-Desvigne_CE_Oct23.xml	503	Fabriquer un prototype, un jardin achevé et sophistiqué	nous a semblé dérisoire et dépourvu de sens	axiol	neg
2011-Desvigne_CE_Oct23.xml	503	un chantier			
2011-Desvigne_CE_Oct23.xml	504	un jardin provisoire	D’où l’idée	axiol	
2011-Desvigne_CE_Oct23.xml	504	futur parc potentiel			
2011-Desvigne_CE_Oct23.xml	505	quartier en devenir	donne corps		
2011-Desvigne_CE_Oct23.xml	505	en évoluant au fur et à mesure des aménagements			
2011-Desvigne_CE_Oct23.xml	509	son aménagement	extrêmement modeste	axiol	
2011-Desvigne_CE_Oct23.xml	509	le projet urbain			
2011-Desvigne_CE_Oct23.xml	510	le projet d’aménagement de l’île	en débat depuis deux décennies	axiol	
2011-Desvigne_CE_Oct23.xml	521	Son aménagement			
2011-Desvigne_CE_Oct23.xml	521	la réalisation rapide d’un bassin de retenue d’eau	a permis	autre	
2011-Desvigne_CE_Oct23.xml	521	en amorçant la transformation progressive du territoire			
2011-Desvigne_CE_Oct23.xml	529	recomposer les territoires	ne coûte rien	axiol	pos
2011-Desvigne_CE_Oct23.xml	532	la transformation de ses territoires	Je me réjouis de cette situation où la société est mûre pour envisager	axiol	pos
2011-Desvigne_CE_Oct23.xml	533	construire des villes émergentes	L’expérience vaut de loin	axiol	pos
2011-Desvigne_CE_Oct23.xml	534	Le projet de recomposition territoriale	nous a engagés à réinterroger	axiol	
2011-Desvigne_CE_Oct23.xml	534	a été mis en place	nous a engagés à réinterroger	axiol	
2011-Desvigne_CE_Oct23.xml	544	pourra lier toutes les pièces de l’archipel (équipements, existants et nouveaux, habitat, etc.)	pourra	autre	
2011-Desvigne_CE_Oct23.xml	544	constituer une extraordinaire structure			
2011-Desvigne_CE_Oct23.xml	544	permettra d’organiser les déplacements, les espaces publics et la gestion de l’eau	permettra	autre	
2011-Desvigne_CE_Oct23.xml	551	mise en œuvre	n’est donc que la redécouverte de solutions que l’on a perdues et qui ont été élaborées de façon empirique à des époques antérieures	axiol	
2011-Desvigne_CE_Oct23.xml	551	la mise en œuvre de tuyaux enterrés			
2011-Desvigne_CE_Oct23.xml	555	l’installation au coup par coup des différents établissements	Historiquement morcelée		
2011-Desvigne_CE_Oct23.xml	556	la constitution d’un paysage	semble l’un des moyens	autre	
2011-Desvigne_CE_Oct23.xml	556	organiser un site aussi vaste	semble l’un des moyens	autre	
2011-Desvigne_CE_Oct23.xml	558	combler ce système lacunaire	Tenter	axiol	
2011-Desvigne_CE_Oct23.xml	558	gagner en densité bâtie			
2011-Desvigne_CE_Oct23.xml	558	défigurer	défigurer	axiol	neg
2011-Desvigne_CE_Oct23.xml	560	développer une «géographie amplifiée»	Nous proposons	axiol	
2011-Desvigne_CE_Oct23.xml	560	en complétant, souvent à la marge, les éléments forts déjà présents	souvent à la marge		
2011-Desvigne_CE_Oct23.xml	560	prolonger, d’épaissir les coteaux boisés et les vallons qui vont jusqu’au cœur du plateau			
2011-Desvigne_CE_Oct23.xml	574	la transformation du plateau de Saclay			
2011-Desvigne_CE_Oct23.xml	574	transformer le territoire en un chantier sans fin	un chantier sans fin	axiol	neg
2011-Desvigne_CE_Oct23.xml	574	constituer un paysage artificiel évolutif	il est possible	autre	
2011-Desvigne_CE_Oct23.xml	576	édification et de confortement des parcs-campus	doit être utilisé pour créer une ingénierie écologique	autre	
2011-Desvigne_CE_Oct23.xml	576	la transformation du site			
2011-Desvigne_CE_Oct23.xml	576	la construction du campus			
2011-Desvigne_CE_Oct23.xml	576	fabrication de sols fertiles			
2011-Desvigne_CE_Oct23.xml	576	constitution de sols artificiels			
2011-Desvigne_CE_Oct23.xml	577	la progression naturelle du développement du parc-campus	la progression naturelle		
2011-Desvigne_CE_Oct23.xml	578	les nouveaux bâtiments			
2011-Desvigne_CE_Oct23.xml	578	ne doivent s’installer	ne doivent	autre	
2011-Desvigne_CE_Oct23.xml	621	Leurs interventions	sont trop miniaturisées	axiol	neg
2011-Desvigne_CE_Oct23.xml	626	des créations neuves	conformes au credo durable, densité, localisation proche des villes	axiol	
2011-Desvigne_CE_Oct23.xml	626	l’étalement urbain qui se poursuit inexorablement	inexorablement	axiol	
2011-Desvigne_CE_Oct23.xml	627	l’étalement urbain	Phénomène de société considérable	axiol	
2011-Desvigne_CE_Oct23.xml	633	recomposer ces territoires	Que faire	axiol	
2011-Desvigne_CE_Oct23.xml	633	rendre durables			
2011-Desvigne_CE_Oct23.xml	638	Mettre en place ce nouveau paysage, cette bande continue qui se substituerait à la ligne	nécessite une gouvernance	autre	
2011-Desvigne_CE_Oct23.xml	638	cette bande continue qui se substituerait à la ligne			
2011-Desvigne_CE_Oct23.xml	661	offrir une «jolie campagne», utopique et mièvre	Il s’agit bien moins		
2011-Desvigne_CE_Oct23.xml	664	ses développements possibles	possibles	autre	
2011-Desvigne_CE_Oct23.xml	665	Les remembrements successifs	ont rendu peu lisible	axiol	neg
2011-Desvigne_CE_Oct23.xml	667	permet d’installer boisements, noues, prairies	permet	autre	
2011-Desvigne_CE_Oct23.xml	668	créent une ossature paysagère ouverte			
2011-Desvigne_CE_Oct23.xml	668	de nouveaux développements	capable d’accueillir	autre	
2011-Desvigne_CE_Oct23.xml	669	petit parc public réalisé			
2011-Desvigne_CE_Oct23.xml	669	installer des fleurs			
2011-Desvigne_CE_Oct23.xml	669	tout demeure en place	mais change de nature		
2011-Desvigne_CE_Oct23.xml	673	installer ici des structures paysagères			
2011-Desvigne_CE_Oct23.xml	673	améliorent rapidement les qualités de sa périphérie	améliorent	axiol	pos
2011-Desvigne_CE_Oct23.xml	675	la transformation de ce paysage			
2011-Desvigne_CE_Oct23.xml	675	peuvent se constituer	peuvent	autre	
2011-Desvigne_CE_Oct23.xml	676	peuvent à terme composer	peuvent	autre	
2011-Desvigne_CE_Oct23.xml	677	une formidable transition	formidable	axiol	pos
2011-Desvigne_CE_Oct23.xml	698	vieillissent mal	vieillissent mal	axiol	neg
2011-Desvigne_CE_Oct23.xml	704	sont irréparables	leur écriture datée n’est pas reproductible		
2011-Desvigne_CE_Oct23.xml	726	La transformation du plateau Dräi Eechelen	a nécessité	autre	
2011-Desvigne_CE_Oct23.xml	726	d’importants travaux de mise en valeur	mise en valeur	axiol	pos
2011-Desvigne_CE_Oct23.xml	726	travaux d’excavation, de restauration (le fort Thüngen, aménagé en musée «Dräi Eechelen») et de construction			
2011-Desvigne_CE_Oct23.xml	726	la requalification de son parc			
2011-Desvigne_CE_Oct23.xml	727	une intervention minimaliste	minimaliste	axiol	
2011-Desvigne_CE_Oct23.xml	729	une large rampe fortement plantée	fortement	axiol	
2011-Desvigne_CE_Oct23.xml	731	Les aménagements	facilitent la lisibilité du site malgré sa grande complexité	axiol	pos
2011-Desvigne_CE_Oct23.xml	760	conçoit une bonne route	bonne	axiol	pos
2011-Desvigne_CE_Oct23.xml	762	routes dessinées avec grande intelligence	avec grande intelligence	axiol	pos
2011-Desvigne_CE_Oct23.xml	770	essayer de retrouver cette géographie	n’a aucun sens	axiol	neg
2011-Desvigne_CE_Oct23.xml	771	vouloir imiter des formes de nature	vouloir	boul	
2011-Desvigne_CE_Oct23.xml	771	chercher à déguiser certaines autoroutes en vallées	Il serait vain	axiol	neg
2011-Desvigne_CE_Oct23.xml	791	ont donné forme au territoire			
2011-Desvigne_CE_Oct23.xml	791	le drainage des parties cultivées	un phénomène d’inversion fascinant	axiol	
2011-Desvigne_CE_Oct23.xml	791	a abaissé leur niveau			
2011-Desvigne_CE_Oct23.xml	791	est resté stable			
2011-Desvigne_CE_Oct23.xml	814	Le projet opérationnel	est très simple	axiol	
2011-Desvigne_CE_Oct23.xml	814	planter 12 000 pins parasols			
2018-TER_CE_Oct23.xml	46	re-territorialiser	l’art	axiol	
2018-TER_CE_Oct23.xml	46	le projet de paysage			
2018-TER_CE_Oct23.xml	94	des interventions situées			
2018-TER_CE_Oct23.xml	94	maintenir et protéger certains reliefs ou végétations	l’importance	axiol	pos
2018-TER_CE_Oct23.xml	159	Réaliser des ouvrages	nous a aidés à conforter nos positionnements	axiol	pos
2018-TER_CE_Oct23.xml	171	peut se développer un quartier	peut	autre	
2018-TER_CE_Oct23.xml	197	l’implantation des grandes infrastructures de transports franciliens	victime	axiol	neg
2018-TER_CE_Oct23.xml	197	fragmentent son territoire			
2018-TER_CE_Oct23.xml	197	la future A14			
2018-TER_CE_Oct23.xml	197	les infrastructures actuelles et futures			
2018-TER_CE_Oct23.xml	198	une conception par « strates et horizons »			
2018-TER_CE_Oct23.xml	198	l’infrastructure projetée en viaduc			
2018-TER_CE_Oct23.xml	198	une canopée générée			
2018-TER_CE_Oct23.xml	198	la plantation d’un nouveau parc boisé			
2018-TER_CE_Oct23.xml	198	un nouveau parc boisé			
2018-TER_CE_Oct23.xml	198	permettant d’assurer les continuités écologiques, visuelles et d’usage	permettant	autre	
2018-TER_CE_Oct23.xml	201	le projet de Nanterre			
2018-TER_CE_Oct23.xml	201	l’intervention des architectes et des paysagistes	l’importance	axiol	
2018-TER_CE_Oct23.xml	233	son projet	pouvoir réaliser	autre	
2018-TER_CE_Oct23.xml	236	des projets expérimentaux			
2018-TER_CE_Oct23.xml	236	la mise en valeur du paysage invisible des sources thermales	la mise en valeur	axiol	pos
2018-TER_CE_Oct23.xml	242	inventer de nouveaux paysages urbains	réalisés dans le respect du patrimoine construit	axiol	pos
2018-TER_CE_Oct23.xml	242	développement de nouvelles natures urbaines			
2018-TER_CE_Oct23.xml	242	nouvelles natures urbaines			
2018-TER_CE_Oct23.xml	248	la réappropriation des rives du Huangpu			
2018-TER_CE_Oct23.xml	248	tant dans les phases d’étude que de chantier	une rapidité	axiol	pos
2018-TER_CE_Oct23.xml	254	une métropolisation poussée à son paroxysme	poussée à son paroxysme	axiol	
2018-TER_CE_Oct23.xml	259	Cette rénovation	le désir	boul	
2018-TER_CE_Oct23.xml	259	cette dynamique de redéveloppement			
2018-TER_CE_Oct23.xml	259	le désir d’un nouveau modèle urbain	le désir	boul	
2018-TER_CE_Oct23.xml	263	impacter le parking	nous osons	axiol	
2018-TER_CE_Oct23.xml	263	proposons une remise à plat de l’ensemble			
2018-TER_CE_Oct23.xml	271	la réalisation de la place	se révélant incapable de financer	axiol	neg
2018-TER_CE_Oct23.xml	271	les bureaux en construction			
2018-TER_CE_Oct23.xml	275	espace déjà réaménagé			
2018-TER_CE_Oct23.xml	275	la revitalisation de l’espace public barcelonais			
2018-TER_CE_Oct23.xml	275	objet de nombreux projets			
2018-TER_CE_Oct23.xml	275	l’achèvement de la Diagonal			
2018-TER_CE_Oct23.xml	275	un projet innovant de place-parc	innovant	axiol	
2018-TER_CE_Oct23.xml	296	un vaste processus de réaménagement de la rive droite du fleuve Huangpu	un vaste processus	axiol	
2018-TER_CE_Oct23.xml	297	reconquérir	L’ambition	axiol	
2018-TER_CE_Oct23.xml	297	des berges jusqu’ici peu aménagées			
2018-TER_CE_Oct23.xml	297	impulsant des usages variés et permanents			
2018-TER_CE_Oct23.xml	311	redescendre la place			
2018-TER_CE_Oct23.xml	311	la restructuration minutieuse de la dalle du parkings	minutieuse	axiol	pos
2018-TER_CE_Oct23.xml	323	s’étendre	a décidé	autre	
2018-TER_CE_Oct23.xml	323	investir l’île de Wilhelmsburg			
2018-TER_CE_Oct23.xml	323	espace déshérité	déshérité	axiol	neg
