Nom_fichier	Numéro_Phrase	Dynamique	Lieu_objet	Lieu_loc	Temps	Acteur	Perc	Doc
1958-padog_20230710_baliseSeulement.xml	530	son prolongement	la Région de la Défense	vers la plaine de Montesson	ultérieurement		en cas de besoin	
1958-padog_20230710_baliseSeulement.xml	531	la restructuration de la banlieue						
1958-padog_20230710_baliseSeulement.xml	532	devront faire l’objet d’aménagement	celles				devront	
1958-padog_20230710_baliseSeulement.xml	533	possibilités concrètes de réalisation					possibilités	
1958-padog_20230710_baliseSeulement.xml	534	l’aménagement d’une voie de liaison Nord-Sud, de la rocade des Fermiers Généraux et de certaines radiales	certaines radiales					
1958-padog_20230710_baliseSeulement.xml	536	L’ouverture de 1.140 km de voies nouvelles						
1958-padog_20230710_baliseSeulement.xml	538	L’élargissement et l’aménagement de 2.500 km de routes nationales	2.500 km de routes nationales					
1958-padog_20230710_baliseSeulement.xml	539	la création de nombreux parcs de stationnement						
1958-padog_20230710_baliseSeulement.xml	540	des carrefours aménagés						
1958-padog_20230710_baliseSeulement.xml	541	l’évolution prévisible ou souhaitable de certains secteurs						
1958-padog_20230710_baliseSeulement.xml	542	le report des gares parisiennes	gares parisiennes	à la périphérie de la Capitale				
1958-padog_20230710_baliseSeulement.xml	544	devraient faire l’objet d’études						
1958-padog_20230710_baliseSeulement.xml	546	transformations progressives du réseau ferré						
1958-padog_20230710_baliseSeulement.xml	547	la construction de tronçons de lignes nouvelles						
1958-padog_20230710_baliseSeulement.xml	548	4 nouvelles facultés						
1958-padog_20230710_baliseSeulement.xml	549	la poursuite des travaux en cours						
1958-padog_20230710_baliseSeulement.xml	550	son extension						
1958-padog_20230710_baliseSeulement.xml	551	l’évolution des secteurs	secteurs					
1958-padog_20230710_baliseSeulement.xml	552	6 extensions importantes						
1958-padog_20230710_baliseSeulement.xml	553	l’extension de 2 établissements existants						
1958-padog_20230710_baliseSeulement.xml	554	les agrandissements prévus pour l’aéroport d’Orly	l’aéroport d’Orly					
1958-padog_20230710_baliseSeulement.xml	555	la construction sera soit interdite, soit réglementée		les zones				
1958-padog_20230710_baliseSeulement.xml	556	pouvant ou devant faire l’objet d’un aménagement d’ensemble					devant	
1958-padog_20230710_baliseSeulement.xml	557	remplacer l’aéroport du Bourget						
1958-padog_20230710_baliseSeulement.xml	558	grands secteurs d’aménagement	grands secteurs					
1958-padog_20230710_baliseSeulement.xml	560	sont prévus						
1958-padog_20230710_baliseSeulement.xml	561	pourraient opportunément être supprimés						
1958-padog_20230710_baliseSeulement.xml	562	projets de barrages						
1958-padog_20230710_baliseSeulement.xml	563	le maintien ou la suppression de ces aéroports	ces aéroports					
1958-padog_20230710_baliseSeulement.xml	564	Les centrales thermiques et les couloirs de lignes à très hautes tension, existants ou projetés	les couloirs de lignes à très hautes tension	dans la Région Parisienne	à ce jour			
1958-padog_20230710_baliseSeulement.xml	565	la création de nouveaux couloirs de lignes de transport d’énergie électrique						
1958-padog_20230710_baliseSeulement.xml	567	Aucune création nouvelle de cokerie	cokerie				n’est envisagée	
1958-padog_20230710_baliseSeulement.xml	568	la disparition de certaines usines à gaz	de certaines usines à gaz					
1958-padog_20230710_baliseSeulement.xml	569	recevoir notamment le marché des fruits et légumes des Halles						
1958-padog_20230710_baliseSeulement.xml	571	pourrait être localisé						
1958-padog_20230710_baliseSeulement.xml	572	sont prévues	Trois gares charbonnières raccordées à la voie d’eau et à la voie ferrée	au Nord, à l’Est et au Sud-Ouest de PARIS				
1958-padog_20230710_baliseSeulement.xml	573	création de 5 cimetières régionaux et de 20 cimetières intercommunaux	20 cimetières intercommunaux					Un programme
1958-padog_20230710_baliseSeulement.xml	574	la prévision d’un établissement pénitentiaire	un établissement pénitentiaire	dans le sud de l’agglomération parisienne				
1958-padog_20230710_baliseSeulement.xml	575	remplacer les prisons de la Roquette et de la Santé ainsi que la prison de VERSAILLES						
1958-padog_20230710_baliseSeulement.xml	576	l’aménagement de réserves	réserves					
1958-padog_20230710_baliseSeulement.xml	577	le maintien des champs d’épandages						
1958-padog_20230710_baliseSeulement.xml	578	un futur parc olympique	parc olympique	les emplacements possibles				Le P.A.D.O.G.
1958-padog_20230710_baliseSeulement.xml	579	secteurs déjà urbanisés						
1958-padog_20230710_baliseSeulement.xml	580	secteurs susceptibles d’être urbanisés						
1958-padog_20230710_baliseSeulement.xml	581	zones d’activités industrielles projetées						
1958-padog_20230710_baliseSeulement.xml	582	pouvant ou devant faire l’objet d’un aménagement d’ensemble						
1958-padog_20230710_baliseSeulement.xml	583	les constructions industrielles						
1958-padog_20230710_baliseSeulement.xml	584	réserver des aires de stationnement	des aires de stationnement			les constructeurs		
1958-padog_20230710_baliseSeulement.xml	585	devront réserver un minimum de 10 m2 d’espaces verts publics par habitant	un minimum de 10 m2 d’espaces verts publics par habitant	dans les zones urbaines				les plans d’urbanisme intercommunaux et de détail
1958-padog_20230710_baliseSeulement.xml	586	les zones pouvant ou devant faire l’objet d’un aménagement d’ensemble de caractère régional						
1958-padog_20230710_baliseSeulement.xml	587	implantations industrielles nouvelles						
1958-padog_20230710_baliseSeulement.xml	588	doivent être aménagées	ces zones				doivent	
1958-padog_20230710_baliseSeulement.xml	589	interdiction de défricher ou de déboiser						
1958-padog_20230710_baliseSeulement.xml	590	la protection des sites et monuments historiques						
1958-padog_20230710_baliseSeulement.xml	591	la protection des sources, cours d’eau et voies navigables						
1958-padog_20230710_baliseSeulement.xml	593	les principales opérations proposées						
1958-padog_20230710_baliseSeulement.xml	594	un aménagement et un équipement satisfaisants		pour l’agglomération parisienne			satisfaisants	
1958-padog_20230710_baliseSeulement.xml	595	une première tranche de réalisations coordonnées						une loi-programme d'équipement de la Région Parisienne
1958-padog_20230710_baliseSeulement.xml	596	une action coordonnée dans les prochaines années des différentes initiatives publiques ou privées			dans les prochaines années		doivent permettre	Les propositions faites dans le Plan d’Aménagement et d’Organisation Générale de la Région Parisienne
1958-padog_20230710_baliseSeulement.xml	597	la réalisation de ce plan						ce plan
1958-padog_20230710_baliseSeulement.xml	598	les logements nouveaux	les logements					
1958-padog_20230710_baliseSeulement.xml	599	cette réalisation						
1958-padog_20230710_baliseSeulement.xml	601	l’aménagement d’une région	une région				réussir une œuvre aussi importante	
1958-padog_20230710_baliseSeulement.xml	602	la décentralisation et de la décongestion de l’agglomération parisienne	l’agglomération parisienne					
1958-padog_20230710_baliseSeulement.xml	603	le déplacement, même coûteux, de quelques grands établissements	de grandes industries ou services particulièrement gênants ou insalubres				même coûteux	
1958-padog_20230710_baliseSeulement.xml	604	habitations édifiées	habitations			des habitants		
1958-padog_20230710_baliseSeulement.xml	605	aménagement et d’équipement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	606	L’aménagement et l’équipement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	607	mettre en œuvre, sous l’autorité et par délégation des Ministres intéressés, la politique d’aménagement, d’urbanisme et de construction						la politique d’aménagement, d’urbanisme et de construction
1958-padog_20230710_baliseSeulement.xml	608	créant le district de la Région de Paris	le district de la Région de Paris					
1958-padog_20230710_baliseSeulement.xml	610	l’aménagement et de l’équipement						
1958-padog_20230710_baliseSeulement.xml	611	aménagement ou d’équipement						
1958-padog_20230710_baliseSeulement.xml	612	les opérations d’urbanisme						
1958-padog_20230710_baliseSeulement.xml	614	une opération d’urbanisme						
1958-padog_20230710_baliseSeulement.xml	615	les zones à urbaniser	les zones					
1958-padog_20230710_baliseSeulement.xml	616	les zones à urbaniser						
1958-padog_20230710_baliseSeulement.xml	617	des opérations			dans un délai pouvant atteindre ou même dépasser 10 ans			
1958-padog_20230710_baliseSeulement.xml	619	de multiples opérations partielles d’extension ou de transformation						
1958-padog_20230710_baliseSeulement.xml	620	La réalisation des opérations						le Plan
1958-padog_20230710_baliseSeulement.xml	621	la création ou à l’aménagement des parkings urbains						
1958-padog_20230710_baliseSeulement.xml	622	la réalisation de grandes opérations						
1958-padog_20230710_baliseSeulement.xml	624	des travaux					tous nécessaires et urgents	
1958-padog_20230710_baliseSeulement.xml	625	grandes opérations régionales						
1958-padog_20230710_baliseSeulement.xml	626	des opérations importantes de rénovation						
1958-padog_20230710_baliseSeulement.xml	627	l’accroissement et la congestion de la Région						
1958-padog_20230710_baliseSeulement.xml	631	l’aménagement et l’organisation générale de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	633	le développement et le rayonnement des grandes villes	grandes villes				favoriser	
1958-padog_20230710_baliseSeulement.xml	634	en reportant progressivement sur la périphérie de l’agglomération et vers les cités satellites de la Région, des installations de caractère industriel ou commercial						
1958-padog_20230710_baliseSeulement.xml	635	interdit de les transférer						
1958-padog_20230710_baliseSeulement.xml	636	Cette réorganisation						
1958-padog_20230710_baliseSeulement.xml	637	doivent être prévus et réalisés simultanément avec les programmes de logements						
1958-padog_20230710_baliseSeulement.xml	638	construction de logements	logements	dans la Région	pour les 10 prochaines années			
1958-padog_20230710_baliseSeulement.xml	639	le renouvellement normal du patrimoine immobilier						
1958-padog_20230710_baliseSeulement.xml	640	les équipements nouveaux	les équipements					
1958-padog_20230710_baliseSeulement.xml	641	une décongestion nécessaire de la Capitale						
1958-padog_20230710_baliseSeulement.xml	642	devraient pouvoir être réservés et acquis						
1958-padog_20230710_baliseSeulement.xml	643	l’aménagement de grandes voies routières de dégagement						
1958-padog_20230710_baliseSeulement.xml	644	des extensions périphériques faciles et incohérentes de l’agglomération	l’agglomération				incohérentes	
1958-padog_20230710_baliseSeulement.xml	645	maintenir tout autour de lui une large ceinture de verdure, une grande réserve boisée et rurale	une grande réserve boisée et rurale	tout autour de lui			Il est capital	
1958-padog_20230710_baliseSeulement.xml	646	seront à localiser	Des installations sportives et de loisirs	le long des cours d’eau				
1958-padog_20230710_baliseSeulement.xml	647	en créer de nouvelles						
1958-padog_20230710_baliseSeulement.xml	649	un effort particulier d’aménagement et d’équipement de certains petits centres ruraux	certains petits centres ruraux				devra être entrepris	
1958-padog_20230710_baliseSeulement.xml	651	des œuvres nouvelles						
1958-padog_20230710_baliseSeulement.xml	652	ont conçu et réalisé le Centre National des Industries et des Techniques, le Palais de l’UNESCO, le Palais de l’OTAN, la Maison de la Radio	la Maison de la Radio			nos techniciens		
1958-padog_20230710_baliseSeulement.xml	653	l’aménagement du quartier Maine-Montparnasse						
1958-padog_20230710_baliseSeulement.xml	654	d’autres grandes opérations d’urbanisme			Demain			
1958-padog_20230710_baliseSeulement.xml	655	la dégradation de la structure même de la Capitale						
1958-padog_20230710_baliseSeulement.xml	656	la prolifération des « lotissements »						
1958-padog_20230710_baliseSeulement.xml	659	l’extension tentaculaire			Depuis 1950		limitée volontairement	
1958-padog_20230710_baliseSeulement.xml	660	des modifications sensibles de l’aspect et du mode de vie de ces banlieues	l’aspect et du mode de vie de ces banlieues				sensibles	
1958-padog_20230710_baliseSeulement.xml	662	villes en développement						
1958-padog_20230710_baliseSeulement.xml	663	l’expansion industrielle des activités	activités	dans la Région Parisienne				
1958-padog_20230710_baliseSeulement.xml	664	extensions ou des reconversions d’entreprises						
1958-padog_20230710_baliseSeulement.xml	665	implantations récentes d’importants groupes d’habitations	importants groupes d’habitations		récentes			Cette carte
1958-padog_20230710_baliseSeulement.xml	667	un regroupement et une densification de la partie périphérique de l’agglomération						
1958-padog_20230710_baliseSeulement.xml	668	le développement des villes satellites (new-towns)						
1958-padog_20230710_baliseSeulement.xml	669	l’aménagement de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	670	la construction du logement et les équipements collectifs	les équipements collectifs				tendant à favoriser	loi-cadre
1958-padog_20230710_baliseSeulement.xml	672	des bâtiments à construire						
1958-padog_20230710_baliseSeulement.xml	673	la construction dans la Région Parisienne d’immeubles privés à usage principal de bureaux commerciaux ou professionnels		dans des bâtiments existants				
1958-padog_20230710_baliseSeulement.xml	674	transformation en locaux d’habitation ou en locaux scolaires						
1958-padog_20230710_baliseSeulement.xml	675	le développement						
1958-padog_20230710_baliseSeulement.xml	676	un développement considérable des établissements commerciaux, financiers et des bureaux de toute nature	bureaux de toute nature				considérable	
1958-padog_20230710_baliseSeulement.xml	677	réaliser une décentralisation vers la province d’un certain nombre d’établissements industriels parisiens	un certain nombre d’établissements industriels parisiens	vers la province				
1958-padog_20230710_baliseSeulement.xml	679	destruction aussi de bâtiments industriels vétustes	bâtiments industriels vétustes					
1958-padog_20230710_baliseSeulement.xml	680	675 opérations de décentralisation			pendant la période du 1er Octobre 1950 au 1er Juin 1960			
1958-padog_20230710_baliseSeulement.xml	681	seront ouvertes, d’autres comblées						
1958-padog_20230710_baliseSeulement.xml	682	un aménagement général de la Région	la Région					
1958-padog_20230710_baliseSeulement.xml	683	des implantations						
1958-padog_20230710_baliseSeulement.xml	686	l’aménagement d’espaces verts						
1958-padog_20230710_baliseSeulement.xml	688	création de plans d’eau artificiels						
1958-padog_20230710_baliseSeulement.xml	689	un meilleur aménagement de la Région	la Région				meilleur	
1958-padog_20230710_baliseSeulement.xml	690	l’implantation des établissements que pour l’habitation						
1958-padog_20230710_baliseSeulement.xml	691	se dessinent en couronne						
1958-padog_20230710_baliseSeulement.xml	693	sont implantées en particulier les principales centrales gazières et électriques destinées à l’alimentation de la Capitale et de sa banlieue, les usines d’incinération d’ordures ménagères et certaines des industries les plus insalubres, produits chimiques, fonderies, etc	certaines des industries les plus insalubres, produits chimiques, fonderies, etc	Dans ces zones				
1958-padog_20230710_baliseSeulement.xml	694	s’est développée	L’industrie automobile	à FLINS	depuis la guerre			
1958-padog_20230710_baliseSeulement.xml	696	sont implantées	de nombreuses entreprises industrielles	dans des secteurs à vocation principale d’habitation				
1958-padog_20230710_baliseSeulement.xml	697	l’aménagement de leurs abords						
1958-padog_20230710_baliseSeulement.xml	699	des possibilités de relogement d’usines ou d’ateliers						
1958-padog_20230710_baliseSeulement.xml	700	se réinstaller						
1958-padog_20230710_baliseSeulement.xml	701	augmenter les surfaces nécessaires au sol						
1958-padog_20230710_baliseSeulement.xml	702	réserver, à l’intérieur même de leurs entreprises, des emplacements suffisants pour le stationnement et le parking de leurs propres véhicules et de ceux de leur clientèle	des emplacements suffisants pour le stationnement et le parking de leurs propres véhicules et de ceux de leur clientèle	à l’intérieur même de leurs entreprises		ces industriels		
1958-padog_20230710_baliseSeulement.xml	705	seront autorisées à se reconstituer						
1958-padog_20230710_baliseSeulement.xml	706	regroupement et à la réinstallation d’activités	activités	dans la Région Parisienne				
1958-padog_20230710_baliseSeulement.xml	707	le développement						Plan
1958-padog_20230710_baliseSeulement.xml	708	premières réalisations de zones d’activités	zones d’activités		au fur et à mesure			
1958-padog_20230710_baliseSeulement.xml	709	un desserrement de la partie centrale	la partie centrale					
1958-padog_20230710_baliseSeulement.xml	710	nouveaux noyaux urbains	noyaux urbains					
1958-padog_20230710_baliseSeulement.xml	711	pourront être adaptées suivant l’évolution générale du problème des activités dans les prochaines années et étendues	Ces superficies		dans les prochaines années		pourront	
1958-padog_20230710_baliseSeulement.xml	712	L’aménagement de ces zones	ces zones				devra être exécuté selon un ordre d’urgence qui sera dicté par les nécessités	
1958-padog_20230710_baliseSeulement.xml	713	la restructuration de la banlieue						
1958-padog_20230710_baliseSeulement.xml	714	l’aménagement de ces noyaux	ces noyaux					
1958-padog_20230710_baliseSeulement.xml	715	sont prévues	des zones d’activités	dans les villes périphériques de la Région Parisienne				
1958-padog_20230710_baliseSeulement.xml	716	remise en ordre progressive des activités du secteur secondaire						
1958-padog_20230710_baliseSeulement.xml	717	leur maintien						
1958-padog_20230710_baliseSeulement.xml	718	l’implantation des diverses activités secondaires	diverses activités secondaires	de l’agglomération parisienne				
1958-padog_20230710_baliseSeulement.xml	719	grouper dans certains secteurs des industries de même famille						
1958-padog_20230710_baliseSeulement.xml	720	le regroupement d’industries complémentaires						
1958-padog_20230710_baliseSeulement.xml	721	la création effective d’une nouvelle zone d’activités						
1958-padog_20230710_baliseSeulement.xml	722	une opération de rénovation parisienne						
1958-padog_20230710_baliseSeulement.xml	724	remplacement de bâtiments vétustes	bâtiments vétustes					
1958-padog_20230710_baliseSeulement.xml	725	la construction d’immeubles entiers à usage de bureaux						
1958-padog_20230710_baliseSeulement.xml	726	un déplacement simultané d’activités secondaires et tertiaires	activités secondaires et tertiaires	dans un centre important de province				
1958-padog_20230710_baliseSeulement.xml	727	le maintien de certains services au grand complet	certains services au grand complet	à PARIS				
1958-padog_20230710_baliseSeulement.xml	728	Leur installation		en province			est concevable	
1958-padog_20230710_baliseSeulement.xml	731	activités tertiaires appelées à y demeurer ou même à s’y développer						
1958-padog_20230710_baliseSeulement.xml	733	tendent à regrouper dans des nouveaux noyaux urbains, principaux et secondaires, des activités de toute nature						
1958-padog_20230710_baliseSeulement.xml	734	pourront y être groupés						
1958-padog_20230710_baliseSeulement.xml	735	la réorganisation de l’agglomération parisienne	l’agglomération parisienne					
1958-padog_20230710_baliseSeulement.xml	736	une décentralisation ou d’un transfert						
1958-padog_20230710_baliseSeulement.xml	739	leur transformation						
1958-padog_20230710_baliseSeulement.xml	740	terrains à vocation industrielle, préalablement achetés et équipés	terrains à vocation industrielle			les collectivités locales		
1958-padog_20230710_baliseSeulement.xml	741	un meilleur aménagement de l’ensemble du territoire						
1958-padog_20230710_baliseSeulement.xml	742	transférer leur entreprise						
1958-padog_20230710_baliseSeulement.xml	743	réalisation de zones d’activités	zones d’activités	dans la Région Parisienne			est possible	
1958-padog_20230710_baliseSeulement.xml	744	l’aménagement de zones industrielles						
1958-padog_20230710_baliseSeulement.xml	746	la construction de groupes d’immeubles d’habitation	groupes d’immeubles d’habitation	à proximité des zones d’activités				Le Plan d’Aménagement
1958-padog_20230710_baliseSeulement.xml	748	les projets d’aménagement communaux ou intercommunaux						
1958-padog_20230710_baliseSeulement.xml	749	réaliser l’aménagement de ces zones d’activités	ces zones d’activités			Les organismes susceptibles		
1958-padog_20230710_baliseSeulement.xml	750	L’aménagement d’une Zone à Urbaniser par Priorité	une Zone à Urbaniser par Priorité					
1958-padog_20230710_baliseSeulement.xml	752	une telle création						
1958-padog_20230710_baliseSeulement.xml	754	l’installation ou tout au moins le renforcement des réseaux publics	réseaux publics			Pouvoirs Publics		
1958-padog_20230710_baliseSeulement.xml	755	nouvelles zones d’activités						
1958-padog_20230710_baliseSeulement.xml	756	la réalisation de zones	zones	aux emplacements déterminés par les Plans d’Urbanisme				
1958-padog_20230710_baliseSeulement.xml	757	le développement ou le simple maintien des activités primaires	activités primaires					
1958-padog_20230710_baliseSeulement.xml	758	l’aménagement d’espaces verts						
1958-padog_20230710_baliseSeulement.xml	759	création nouvelles						
1958-padog_20230710_baliseSeulement.xml	760	la réinstallation des établissements visés						
1958-padog_20230710_baliseSeulement.xml	762	sont à aménager						
1958-padog_20230710_baliseSeulement.xml	764	le développement des activités tertiaires	activités tertiaires					
1958-padog_20230710_baliseSeulement.xml	765	la restructuration de la banlieue parisienne						
1958-padog_20230710_baliseSeulement.xml	766	l’extension d’établissements existants						
1958-padog_20230710_baliseSeulement.xml	767	la création ou l’extension de bureaux commerciaux ou professionnels	bureaux commerciaux ou professionnels				contrôler et empêcher	
1958-padog_20230710_baliseSeulement.xml	768	la décentralisation des établissements relevant ou non de l’État	établissements relevant ou non de l’État					
1958-padog_20230710_baliseSeulement.xml	770	créer et aménager de nouvelles zones d’activités						
1958-padog_20230710_baliseSeulement.xml	771	certaines bourgades rurales de la région menacées de dépérir						
1958-padog_20230710_baliseSeulement.xml	772	la création de zones de logements et d’activités						
1958-padog_20230710_baliseSeulement.xml	773	une décentralisation ou du maintien						
1958-padog_20230710_baliseSeulement.xml	774	des prévisions d’aménagement et d’organisation générale de la Région Parisienne	la Région Parisienne					
1958-padog_20230710_baliseSeulement.xml	775	des activités industrielles installées	des activités industrielles	au cœur de PARIS			souvent dans de mauvaises conditions	
1958-padog_20230710_baliseSeulement.xml	776	une agglomération toujours en voie d’extension	une agglomération					
1958-padog_20230710_baliseSeulement.xml	778	a donné naissance à des « communes-dortoirs »	des « communes-dortoirs »					
1958-padog_20230710_baliseSeulement.xml	779	aient été construits						
1958-padog_20230710_baliseSeulement.xml	780	des quartiers vétustes ou insalubres qui sont à rénover						
1958-padog_20230710_baliseSeulement.xml	781	une Capitale, mieux équipée et mieux aménagée	une Capitale				mieux	
1958-padog_20230710_baliseSeulement.xml	782	le développement des capitales régionales	capitales régionales					
1958-padog_20230710_baliseSeulement.xml	784	extensions ou des reconversions nécessaires d'entreprises	entreprises				nécessaires	
1958-padog_20230710_baliseSeulement.xml	786	la réalisation						
1958-padog_20230710_baliseSeulement.xml	788	renouvellement du patrimoine immobilier						
1958-padog_20230710_baliseSeulement.xml	790	la création de pôles d’attraction						
1958-padog_20230710_baliseSeulement.xml	792	un développement et un accroissement modéré des villes périphériques de MANTES, CREIL, MEAUX, MONTEREAU, MELUN, ÉTAMPES, etc.						
1958-padog_20230710_baliseSeulement.xml	794	AMÉLIORER L’ÉQUIPEMENT de PARIS et surtout de la banlieue et de la zone rurale	la zone rurale				AMÉLIORER	
1958-padog_20230710_baliseSeulement.xml	797	réaliser dans les meilleures conditions toute opération d’urbanisme de quelque importance					dans les meilleures conditions	
1958-padog_20230710_baliseSeulement.xml	799	la rénovation de quartiers vétustes ou insalubres de PARIS et de sa banlieue						
1958-padog_20230710_baliseSeulement.xml	800	la réalisation						
1958-padog_20230710_baliseSeulement.xml	802	renouvellement du patrimoine immobilier						
1958-padog_20230710_baliseSeulement.xml	804	nouvelles zones d’activités	zones d’activités					
1958-padog_20230710_baliseSeulement.xml	805	construction de logements nouveaux	logements nouveaux					
1958-padog_20230710_baliseSeulement.xml	807	l’aménagement de plus de 200 carrefours à niveaux différents						
1958-padog_20230710_baliseSeulement.xml	809	les premières réalisations devraient être les transversales Est-Ouest et Nord-Sud						
1958-padog_20230710_baliseSeulement.xml	811	le report de l’aéroport de VILLACOUBLAY						
1958-padog_20230710_baliseSeulement.xml	812	l’extension de 8 existants						
1958-padog_20230710_baliseSeulement.xml	813	nouveaux marchés d’intérêt national de la viande	marchés d’intérêt national de la viande	à La Villette				
1958-padog_20230710_baliseSeulement.xml	814	prévoit également des couloirs de passage de lignes à très haute tension						
1958-padog_20230710_baliseSeulement.xml	815	l’aménagement des ouvrages						
1958-padog_20230710_baliseSeulement.xml	816	les secteurs interdits à la construction	les secteurs					
1958-padog_20230710_baliseSeulement.xml	818	la création de nouveaux espaces verts et de véritables couloirs de verdure						
1958-padog_20230710_baliseSeulement.xml	820	la création de 21 cimetières intercommunaux et de 4 cimetières régionaux	4 cimetières régionaux					
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	4	l'urbanisation de ce secteur						
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	5	ce développement	la Région Parisienne					
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	6	la future route interurbaine de Seine-et-Oise	route interurbaine de Seine-et-Oise	entre l’agglomération parisienne et la "plaine de France"				
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	7	déplacement de l'aérodrome du Bourget						
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	8	construire ces nouveaux quartiers	ces nouveaux quartiers	plus près du centre de l'agglomération				
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	9	l’implantation de grands collectifs	grands collectifs	dans des secteurs déjà fortement urbanisés			se justifie beaucoup plus	
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	10	viennent se souder		à l’agglomération parisienne dans ce secteur				
1959-MinistereConstructionNoteEtudeINSEE_20230710.xml	11	une urbanisation de fait						
2004-Portzamparc_20230710.xml	2	se transformer spectaculairement	Rennes				spectaculairement	
2004-Portzamparc_20230710.xml	6	urbanisé	le quartier du Rheu			Gaston Bardet		
2004-Portzamparc_20230710.xml	14	une ville à refaire						
2004-Portzamparc_20230710.xml	29	quartiers nouveaux						
2004-Portzamparc_20230710.xml	37	fallait bien s’occuper des villes						
2004-Portzamparc_20230710.xml	54	des aménagements de lieux publics	lieux publics					
2004-Portzamparc_20230710.xml	55	le projet du Château d’eau	Château d’eau					
2004-Portzamparc_20230710.xml	56	recomposer en rond-point la rencontre d’une avenue et d’un échangeur routier	la rencontre d’une avenue et d’un échangeur routier					
2004-Portzamparc_20230710.xml	57	va se constituer						
2004-Portzamparc_20230710.xml	58	ce projet du Château d’eau	Château d’eau					
2004-Portzamparc_20230710.xml	62	le Château d’eau étant construit	le Château d’eau		En 1974			
2004-Portzamparc_20230710.xml	66	le projet de La Roquette						
2004-Portzamparc_20230710.xml	68	non plus l’éradiquer, et s’y substituer						
2004-Portzamparc_20230710.xml	69	peut transformer positivement cette ville	cette ville				positivement	
2004-Portzamparc_20230710.xml	70	permettait de rendre l’îlot traversant						
2004-Portzamparc_20230710.xml	72	construit la ville	la ville					
2004-Portzamparc_20230710.xml	74	transformation urbaine						
2004-Portzamparc_20230710.xml	76	agir sur la question urbaine						
2004-Portzamparc_20230710.xml	80	remettre en question l’unité des immeubles	l’unité des immeubles					
2004-Portzamparc_20230710.xml	88	un nouvel espace public	espace public					
2004-Portzamparc_20230710.xml	92	faire une sorte de projet de ville utopique, théorique	ville utopique, théorique					
2004-Portzamparc_20230710.xml	93	le nouveau modèle						
2004-Portzamparc_20230710.xml	95	faire réellement apparaître les choses						
2004-Portzamparc_20230710.xml	97	la « rénovation » planifiée				j		
2004-Portzamparc_20230710.xml	100	ces gammes sur l’îlot ouvert						
2004-Portzamparc_20230710.xml	101	« faire la ville avec l’architecture »						
2004-Portzamparc_20230710.xml	102	ai construit à cette époque un foyer de personnes âgées	un foyer de personnes âgées	entre deux pignons modernes non alignés	à cette époque	j		
2004-Portzamparc_20230710.xml	103	les rares projets qui ouvraient ce grand îlot vert						
2004-Portzamparc_20230710.xml	106	induisent de nouveaux espaces publics et des architectures	de nouveaux espaces publics					
2004-Portzamparc_20230710.xml	110	une vision de la ville						
2004-Portzamparc_20230710.xml	112	mes gammes sur ce thème urbain						
2004-Portzamparc_20230710.xml	114	projets urbains						
2004-Portzamparc_20230710.xml	118	des projets à grande échelle						
2004-Portzamparc_20230710.xml	119	un projet issu de la trame d’îlots ouverts						
2004-Portzamparc_20230710.xml	125	la tabula rasa						
2004-Portzamparc_20230710.xml	128	peuvent devenir des îles dans la verdure						
2004-Portzamparc_20230710.xml	129	faut transformer la ville	la ville	Ailleurs			faut	
2004-Portzamparc_20230710.xml	131	un nouveau centre linéaire	le Port de la Lune					
2004-Portzamparc_20230710.xml	143	la fin de l’unité et de la cohérence de la Ville	la Ville					
2004-Portzamparc_20230710.xml	144	la permanence	la ville					
2004-Portzamparc_20230710.xml	145	des formes immuables	des formes					
2004-Portzamparc_20230710.xml	146	cette permanence						
2004-Portzamparc_20230710.xml	147	l’éclatement physique de la ville	la ville					
2004-Portzamparc_20230710.xml	148	faire la ville	la ville					
2004-Portzamparc_20230710.xml	149	« muséographier » les centres-ville	les centres-ville				« muséographier »	
2004-Portzamparc_20230710.xml	161	tracer plus étroites	les rues					
2004-Portzamparc_20230710.xml	166	installent leurs bâtiments						
2004-Portzamparc_20230710.xml	167	les « îles » bâties	les « îles »					
2004-Portzamparc_20230710.xml	168	un projet de technopôle	technopôle	sur les bords de l’Erdre, à Nantes				
2004-Portzamparc_20230710.xml	169	accueillir quantité de programmes distincts – habitat, recherche, industrie	industrie					
2004-Portzamparc_20230710.xml	171	en préservant les villages existants						
2004-Portzamparc_20230710.xml	173	sont définies						
2004-Portzamparc_20230710.xml	176	permettaient de viabiliser et d’entretenir la campagne						
2004-Portzamparc_20230710.xml	180	mets en place les îlots ouverts auxquels je pensais depuis Cergy	les îlots ouverts auxquels je pensais depuis Cergy			je		
2004-Portzamparc_20230710.xml	182	construisent les rues	les rues					
