Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	axe_temp	absolu	Type
1965-SDAURP_CE_Oct23_GPU.xml	1091	n'a cessé de grandir				
1965-SDAURP_CE_Oct23_GPU.xml	1091	l'extension de la ville	maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1126	reformeront chaque jour, chaque semaine, et la trame et la chaîne	chaque semaine			iter
1965-SDAURP_CE_Oct23_GPU.xml	1126	une image vivante et constamment renouvelée	constamment			iter
1965-SDAURP_CE_Oct23_GPU.xml	1130	l'extension de ses transports				
1965-SDAURP_CE_Oct23_GPU.xml	1130	se forme	quotidiennement	pres		iter
1965-SDAURP_CE_Oct23_GPU.xml	1159	les développements	à venir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1165	le futur aéroport Nord	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1190	la mise en service complète	pour 1970	fut	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1192	axe d'urbanisation				
1965-SDAURP_CE_Oct23_GPU.xml	1192	gâcher				
1965-SDAURP_CE_Oct23_GPU.xml	1192	la poussée des constructions	jusqu'à une époque récente	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1209	un développement linéaire de centres intermédiaires				
1965-SDAURP_CE_Oct23_GPU.xml	1209	futur aéroport Nord				
1965-SDAURP_CE_Oct23_GPU.xml	1218	la poussée de l'agglomération présente				
1965-SDAURP_CE_Oct23_GPU.xml	1218	la zone actuellement construite	actuellement	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1218	aucune création artificielle de ville nouvelle				
1965-SDAURP_CE_Oct23_GPU.xml	1218	ville nouvelle				
1965-SDAURP_CE_Oct23_GPU.xml	1218	cette poussée naturelle				
1965-SDAURP_CE_Oct23_GPU.xml	1220	soit mis fin au recul, jusqu'à présent constant, des espaces libres				
1965-SDAURP_CE_Oct23_GPU.xml	1220	peuvent être conservés	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1220	les développements prévus				
1965-SDAURP_CE_Oct23_GPU.xml	1220	limiter				
1965-SDAURP_CE_Oct23_GPU.xml	1220	cerner				
1965-SDAURP_CE_Oct23_GPU.xml	1220	réduire				
1965-SDAURP_CE_Oct23_GPU.xml	1220	îlots de verdure sans cesse grignotés	sans cesse			dur
1965-SDAURP_CE_Oct23_GPU.xml	1249	Cette industrialisation	date du xixe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1249	s'étant localisées				
1965-SDAURP_CE_Oct23_GPU.xml	1250	se transforment	Aujourd'hui	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1250	se substituant aux unités de production				
1965-SDAURP_CE_Oct23_GPU.xml	1253	se développent				
1965-SDAURP_CE_Oct23_GPU.xml	1253	de vastes lotissements créés	entre les deux guerres	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1254	attend sa réalisation	depuis près de quarante ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1254	des ensembles de construction récents				
1965-SDAURP_CE_Oct23_GPU.xml	1254	ont transformé le caractère de la banlieue				
1965-SDAURP_CE_Oct23_GPU.xml	1272	le futur aérodrome	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1274	L'axe d'urbanisation				
1965-SDAURP_CE_Oct23_GPU.xml	1274	sera à terme, renforcé	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1274	la création d'une deuxième ligne R.E.R.				
1965-SDAURP_CE_Oct23_GPU.xml	1274	doublant la voie ferrée de Pontoise				
1965-SDAURP_CE_Oct23_GPU.xml	1285	doubler	ultérieurement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1285	le passage d'une autoroute				
1965-SDAURP_CE_Oct23_GPU.xml	1304	la "ville nouvelle"				
1965-SDAURP_CE_Oct23_GPU.xml	1304	les développements industriels prévus				
1965-SDAURP_CE_Oct23_GPU.xml	1304	la future région urbaine de Paris	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1324	l'avenir				
1965-SDAURP_CE_Oct23_GPU.xml	1324	l'aménagement de la partie de la vallée de l'Oise située en région de Paris				
1965-SDAURP_CE_Oct23_GPU.xml	1334	se sont implantées				
1965-SDAURP_CE_Oct23_GPU.xml	1334	des constructions récentes	récentes	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1334	constituent, le long des voies, d'étroits rubans de forte densité				
1965-SDAURP_CE_Oct23_GPU.xml	1337	la croissance	des 15 dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1337	a pris très souvent la forme d'ensembles d'immeubles collectifs				
1965-SDAURP_CE_Oct23_GPU.xml	1337	sans pour autant donner naissance				
1965-SDAURP_CE_Oct23_GPU.xml	1339	les plus grandes opérations de construction de toute la zone ont été réalisées	depuis 1950	pas	oui/non	dur
1965-SDAURP_CE_Oct23_GPU.xml	1353	des extensions récentes	récentes	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1361	verra sa croissance se stabiliser	dans l'avenir	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1361	son évolution qualitative se poursuivra				
1965-SDAURP_CE_Oct23_GPU.xml	1366	les développements récents	récents	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1367	une phase de mise en ordre et d'équipement	maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1372	La réalisation sur cet axe d'une grande structure d'aménagement				
1965-SDAURP_CE_Oct23_GPU.xml	1372	le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne	actuel	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1373	Ce dynamisme	depuis ces dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1373	implantation d'activités spécialisées				
1965-SDAURP_CE_Oct23_GPU.xml	1403	poussées de l'agglomération				
1965-SDAURP_CE_Oct23_GPU.xml	1403	leur développement spontané et anarchique				
1965-SDAURP_CE_Oct23_GPU.xml	1403	la dispersion	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1407	Les deux villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	1407	la direction nouvelle de développement				
1965-SDAURP_CE_Oct23_GPU.xml	1407	les développements futurs de la rive gauche de Seine en aval de Paris	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1418	un développement rapide	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1425	est actuellement peu urbanisée	actuellement	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1444	L'extension de l'agglomération de Mantes	dans les prochaines années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1444	les nouveaux quartiers d'habitation				
1965-SDAURP_CE_Oct23_GPU.xml	1444	futur ensemble de loisir	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1444	le plan d'eau aménagé				
1965-SDAURP_CE_Oct23_GPU.xml	1447	le développement de cette agglomération				
1965-SDAURP_CE_Oct23_GPU.xml	1447	sera créée				
1965-SDAURP_CE_Oct23_GPU.xml	1447	la construction d'un pont				
1965-SDAURP_CE_Oct23_GPU.xml	1447	zones industrielles établies	au fur et à mesure de la disparition progressive des champs d'épandage	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1447	la disparition progressive des champs d'épandage				
1965-SDAURP_CE_Oct23_GPU.xml	1459	les ensembles d'immeubles collectifs construits	depuis dix ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1461	créent un paysage agréable				
1965-SDAURP_CE_Oct23_GPU.xml	1461	l'autoroute de l'Ouest, la première des autoroutes construites				
1965-SDAURP_CE_Oct23_GPU.xml	1461	a depuis longtemps accueilli des habitations de qualité	depuis longtemps	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1462	ont été livrés à l'habitat	depuis 15 ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1464	la future région urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1464	prolongement de Paris				
1965-SDAURP_CE_Oct23_GPU.xml	1464	développements de la Seine-aval				
1965-SDAURP_CE_Oct23_GPU.xml	1464	les urbanisations				
1965-SDAURP_CE_Oct23_GPU.xml	1464	les villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	1482	urbanisation	ancienne	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1484	a été peu construit	jusqu'à la dernière guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1484	ont créé longtemps un obstacle à la poussée urbaine				
1965-SDAURP_CE_Oct23_GPU.xml	1485	la construction d'immeubles collectifs s'est développée	depuis quinze ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1488	se sont développées	depuis 1920	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	1490	développement récent	récent	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1510	se constituera	peu à peu	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	1510	Melun en forte croissance				
1965-SDAURP_CE_Oct23_GPU.xml	1526	conserve encore de nombreuses exploitations maraîchères et surtout fruitières				
1965-SDAURP_CE_Oct23_GPU.xml	1526	disparaissent	peu à peu	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1526	l'urbanisation				
1965-SDAURP_CE_Oct23_GPU.xml	1532	subsistent encore				
1965-SDAURP_CE_Oct23_GPU.xml	1532	recommencent même à se développer	depuis quelques années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1532	en cours de réalisation				
1965-SDAURP_CE_Oct23_GPU.xml	1545	l'aménagement de la "Corniche des Forts"				
1965-SDAURP_CE_Oct23_GPU.xml	1545	reliant entre eux les forts				
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourront être désaffectés	à terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1545	serait constituée en bordure de ce plateau, une zone de jardins et de bois				
1965-SDAURP_CE_Oct23_GPU.xml	1545	pourraient cependant être localisés des écoles ou des équipements publics				
1965-SDAURP_CE_Oct23_GPU.xml	1570	les développements urbains				
1965-SDAURP_CE_Oct23_GPU.xml	1570	le dynamisme renaît	depuis 15 ans	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1587	se sont relativement peu développées	jusqu'à ces dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1587	leur expansion	au cours du xixe siècle	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	1589	un renouveau de vitalité	Depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1589	l'implantation de quelques activités industrielles				
1965-SDAURP_CE_Oct23_GPU.xml	1589	développe				
1965-SDAURP_CE_Oct23_GPU.xml	1592	le développement futur de ces villes	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1592	des grands secteurs d'urbanisation				
1965-SDAURP_CE_Oct23_GPU.xml	1592	l'expansion de chacune d'elles				
1965-SDAURP_CE_Oct23_GPU.xml	1597	La constitution progressive de la vaste région urbaine du val de Seine				
1965-SDAURP_CE_Oct23_GPU.xml	1597	la création de villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	1597	la mise en place de centres urbains rénovés				
1965-SDAURP_CE_Oct23_GPU.xml	1597	centres urbains rénovés				
1965-SDAURP_CE_Oct23_GPU.xml	1597	la construction d'un réseau circulatoire moderne				
1965-SDAURP_CE_Oct23_GPU.xml	1597	une nouvelle étape de l'antique Lutèce	pour la fin du xxe siècle	fut	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1597	une transformation profonde				
1965-SDAURP_CE_Oct23_GPU.xml	1624	rénovation				
1965-SDAURP_CE_Oct23_GPU.xml	1624	les projets en cours de voies nouvelles	en cours	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1624	ce début de renouveau				
1965-SDAURP_CE_Oct23_GPU.xml	1635	est en surface vingt fois plus grande	Trois siècles et demi plus tard	pres		
1965-SDAURP_CE_Oct23_GPU.xml	1661	l'opération actuelle de la Défense	actuelle	pres		dur
1965-SDAURP_CE_Oct23_GPU.xml	1661	l'implantation rapide d'immeubles de bureaux				
1965-SDAURP_CE_Oct23_GPU.xml	1661	doublent la longueur de ce centre linéaire				
1965-SDAURP_CE_Oct23_GPU.xml	1668	a été doublée	Au xixe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1668	artères neuves				
1965-SDAURP_CE_Oct23_GPU.xml	1668	redoublée	au début du xxe siècle	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	1673	les travaux	jusqu'à leur terme	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1673	localiser des sièges sociaux importants				
1965-SDAURP_CE_Oct23_GPU.xml	1690	demain occupera plus de 2.000 km2	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1711	desserrement	après-demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1711	villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	1715	ont gardé au cours des siècles beaucoup d'espaces	au cours des siècles	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1715	une densification abusive de l'habitat				
1965-SDAURP_CE_Oct23_GPU.xml	1724	un "bourrage" d'habitat	depuis la guerre	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1724	doivent être rénovés				
1965-SDAURP_CE_Oct23_GPU.xml	1781	l'évolution urbaine	des vingt dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	1781	une transformation semblable				
1965-SDAURP_CE_Oct23_GPU.xml	1781	son expansion				
1965-SDAURP_CE_Oct23_GPU.xml	1783	la future organisation urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1956	300 établissements industriels récemment créés	récemment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	1960	l'ouverture d'un nouvel aéroport	dans une dizaine d'années	fut		
1965-SDAURP_CE_Oct23_GPU.xml	1960	le développement du réseau ferroviaire transeuropéen				
1965-SDAURP_CE_Oct23_GPU.xml	1960	la création d'un système d'autoroutes internationales				
1965-SDAURP_CE_Oct23_GPU.xml	2015	doivent relier les centres autour desquels s'articule la future organisation urbaine				
1965-SDAURP_CE_Oct23_GPU.xml	2015	la future organisation urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2029	construit	avant la première guerre mondiale	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	2029	n'a guère évolué	jusqu'à une date récente	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2076	ont empêché de réaliser ces projets				
1965-SDAURP_CE_Oct23_GPU.xml	2076	a vu le jour	avant 1940	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	2077	s'ouvre le premier tronçon de l'autoroute du Sud	1960	pas	oui	
1965-SDAURP_CE_Oct23_GPU.xml	2137	une nouvelle transformation radicale	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2140	remettre en cause, à cette échéance, la forme des villes	à cette échéance	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2140	peut aujourd'hui concevoir	aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2153	les réseaux de transport futurs	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2201	Une entreprise aussi dévastatrice				
1965-SDAURP_CE_Oct23_GPU.xml	2201	ne pourrait être réalisée d'ici à la fin du siècle	d'ici à la fin du siècle	fut	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	2208	ses futures extensions	futures	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2277	Le réseau routier futur	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2282	des différentes routes futures	futures	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2309	faudra-t-il, dans la mesure du possible, réserver des emprises				
1965-SDAURP_CE_Oct23_GPU.xml	2309	ouvrages à réaliser	à moyen terme	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	2309	les élargissements futurs	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2327	une ligne nouvelle				
1965-SDAURP_CE_Oct23_GPU.xml	2327	soit dessinée				
1965-SDAURP_CE_Oct23_GPU.xml	2327	la future préfecture d’Évry	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2327	la construction d'une ligne nouvelle				
1965-SDAURP_CE_Oct23_GPU.xml	2352	ses deux prolongements				
1965-SDAURP_CE_Oct23_GPU.xml	2352	la zone à urbaniser				
1965-SDAURP_CE_Oct23_GPU.xml	2352	le futur axe urbain	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2372	Le réseau routier futur	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2406	la future région urbaine	future	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2406	l'urbanisation à venir				
1965-SDAURP_CE_Oct23_GPU.xml	2406	préserver				
1965-SDAURP_CE_Oct23_GPU.xml	2411	de nouvelles lignes très rapides				
1965-SDAURP_CE_Oct23_GPU.xml	2411	celle construite récemment	récemment	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2662	devrait s'accroître	d'ici à la fin du siècle	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2673	les vagues successives d'expansion	depuis près d'un siècle	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2673	ont déplacé les limites de ces zones concentriques				
1965-SDAURP_CE_Oct23_GPU.xml	2679	le développement	le moins ancien	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2687	émergent quelques noyaux plus développés				
1965-SDAURP_CE_Oct23_GPU.xml	2687	submergés	maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2691	une évolution continue	depuis le début du siècle	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2693	Les mouvements observés	au cours des dernières années	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2693	se déplacent				
1965-SDAURP_CE_Oct23_GPU.xml	2695	l'exode industriel	Entre les deux derniers recensements de population	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2697	l'évolution récente	récente	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2719	l'implantation des industries	jusqu'alors	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2757	les futurs centres urbains	futurs	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2757	ne pas quitter la région parisienne				
1965-SDAURP_CE_Oct23_GPU.xml	2757	doivent y demeurer				
1965-SDAURP_CE_Oct23_GPU.xml	2758	remplir les nouveaux centres	plusieurs années	fut		dur
1965-SDAURP_CE_Oct23_GPU.xml	2758	les nouveaux centres				
1965-SDAURP_CE_Oct23_GPU.xml	2762	peuvent s'implanter rapidement	rapidement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2795	futures zones urbanisées	futures	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2801	quartiers construits successivement	successivement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2801	futur centre de la ville	futur	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2807	soient mises en place	dès la naissance des villes nouvelles	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2807	la naissance des villes nouvelles				
1965-SDAURP_CE_Oct23_GPU.xml	2884	ont grandi	Les siècles ont passé	pas		dur
1965-SDAURP_CE_Oct23_GPU.xml	2885	conserver les terres à blé ou à betterave				
1965-SDAURP_CE_Oct23_GPU.xml	2885	construire	presque jusqu'au milieu du xxe siècle	pas	oui	dur
1965-SDAURP_CE_Oct23_GPU.xml	2922	des aménagements	dès maintenant	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2949	complété par un auditorium de 3.000 places	éventuellement	fut		
1965-SDAURP_CE_Oct23_GPU.xml	2971	en pleine évolution	Aujourd'hui	pres		
1965-SDAURP_CE_Oct23_GPU.xml	2986	n'a pas été prévue	aux époques - fort anciennes pour certains quartiers, mais parfois très récentes ailleurs - où était possible ce qui ne l'est plus	pas		
1965-SDAURP_CE_Oct23_GPU.xml	2991	la région urbaine de demain	demain	fut		
1965-SDAURP_CE_Oct23_GPU.xml	3028	ce Paris dessiné	en 1965	pres	oui	
2014-Peter_CE_Oct23.xml	48	n’ai d’ailleurs pas réalisé un seul parc ou jardin	en trente ans	pas		dur
2014-Peter_CE_Oct23.xml	57	supprimais un	pendant			dur
2014-Peter_CE_Oct23.xml	57	créaient dix	pendant			dur
2014-Peter_CE_Oct23.xml	66	devenir de la tour Utrillo	devenir	fut		
2014-Peter_CE_Oct23.xml	66	promise à la démolition				
2014-Peter_CE_Oct23.xml	90	a profondément transformé la ville et son agglomération	dans la durée			dur
2014-Peter_CE_Oct23.xml	140	cette ville du futur	futur	fut		
2014-Peter_CE_Oct23.xml	143	Un lieu ouvert	en 2010	pas	oui	
2014-Peter_CE_Oct23.xml	143	mettre cet espace à disposition des habitants				
2014-Peter_CE_Oct23.xml	148	se fera	désormais			
2014-Peter_CE_Oct23.xml	157	la ville de demain	demain	fut		
2014-Peter_CE_Oct23.xml	174	évolutions de la rue	à travers le XX e siècle	pas		dur
2014-Peter_CE_Oct23.xml	176	réaménageons actuellement ce site éventré	actuellement	pres		dur
2014-Peter_CE_Oct23.xml	176	ce site éventré				
2014-Peter_CE_Oct23.xml	176	en raccourcissant l’autoroute du Sud				
2004-Portzamparc_CE_Oct23.xml	14	l’explosion urbaine				
2004-Portzamparc_CE_Oct23.xml	14	l’industrialisation du bâtiment du « très grand nombre »				
2004-Portzamparc_CE_Oct23.xml	14	la ville de demain	demain	fut		
2004-Portzamparc_CE_Oct23.xml	14	une ville à refaire				
2004-Portzamparc_CE_Oct23.xml	62	le Château d’eau étant construit	En 1974	pas	oui	
2004-Portzamparc_CE_Oct23.xml	102	ai construit à cette époque un foyer de personnes âgées	à cette époque	pas		
2004-Portzamparc_CE_Oct23.xml	114	création architecturale intense	après cette période	pas		
2004-Portzamparc_CE_Oct23.xml	114	projets urbains	à partir de 1988	pas		dur
2004-Portzamparc_CE_Oct23.xml	194	déployer un nouveau territoire	au XVIII e siècle	pas	oui	dur
2004-Portzamparc_CE_Oct23.xml	232	ai construit le musée Bourdelle, la tour de Lille, les logements de Fukuoka, au Japon	À cette époque	pas		dur
2004-Portzamparc_CE_Oct23.xml	247	le futur de la ville	futur	fut		
2004-Portzamparc_CE_Oct23.xml	265	n’a été mis à l’alignement des rues	pendant une période précise	pas		dur
2004-Portzamparc_CE_Oct23.xml	292	construisons actuellement une partie d’île divisée en deux	actuellement	pres		dur
2004-Portzamparc_CE_Oct23.xml	329	ne seront pas évolutives				
2004-Portzamparc_CE_Oct23.xml	329	sont indéfiniment réappropriés, divisés ou unifiés				
2004-Portzamparc_CE_Oct23.xml	330	sont donc, dans le temps, divisibles, vendables, commercialisables	dans le temps	fut		
2004-Portzamparc_CE_Oct23.xml	330	morceaux reconstructibles				
2004-Portzamparc_CE_Oct23.xml	368	une croissance urbaine	en ces années	pres		dur
2004-Portzamparc_CE_Oct23.xml	368	les « poches », les camps résidentiels fermés et les condominiums en chantier				
2004-Portzamparc_CE_Oct23.xml	378	l’avenir potentiel des condominiums réalisés				
2004-Portzamparc_CE_Oct23.xml	378	condominiums réalisés	récemment	pas		
2004-Portzamparc_CE_Oct23.xml	390	une évolution facile	dans la durée	fut		dur
2004-Portzamparc_CE_Oct23.xml	404	toute opération d’urbanisme				
2004-Portzamparc_CE_Oct23.xml	404	le projet Masséna	dans la durée			dur
2004-Portzamparc_CE_Oct23.xml	427	s’ajustaient les uns aux autres	au fil des réalisations	pas		dur
2004-Portzamparc_CE_Oct23.xml	456	la ville de demain	demain	fut		
2013-Vigano_CE_Oct23.xml	7	l’évolution typologique du tissu urbain de Florence				
2013-Vigano_CE_Oct23.xml	7	la construction territoriale	dans le temps long			dur
2013-Vigano_CE_Oct23.xml	25	les petites entreprises installées	années 1990, durant lesquelles	pas	oui	dur
2013-Vigano_CE_Oct23.xml	25	un nouvel espace social, économique et territorial				
2013-Vigano_CE_Oct23.xml	44	avons réalisée	entre 2005 et 2007	pas	oui	dur
2013-Vigano_CE_Oct23.xml	69	n’a toujours pas évolué	après quinze ans	pas		
2013-Vigano_CE_Oct23.xml	90	projet Ville-Port				
2013-Vigano_CE_Oct23.xml	90	le projet de la Zac de La Courrouze				
2013-Vigano_CE_Oct23.xml	90	les projets				
2013-Vigano_CE_Oct23.xml	90	la réalisation de la grand-place, du cimetière				
2013-Vigano_CE_Oct23.xml	90	projet urbain de la ville				
2013-Vigano_CE_Oct23.xml	119	Élaboration d’une vision territoriale métropolitaine	à l’horizon 2040			
2013-Vigano_CE_Oct23.xml	145	Penser l’avenir	l’avenir	fut		
2013-Vigano_CE_Oct23.xml	147	se modifie et se transforme	dans la durée			dur
2013-Vigano_CE_Oct23.xml	148	Penser l’avenir				
2013-Vigano_CE_Oct23.xml	148	les mouvements lents				
2013-Vigano_CE_Oct23.xml	148	les grands bouleversements				
2013-Vigano_CE_Oct23.xml	148	ont modifié le fonctionnement écologique du territoire				
2013-Vigano_CE_Oct23.xml	221	l’élaboration d’une vision territoriale métropolitaine	à l’horizon 2040	fut		
2013-Vigano_CE_Oct23.xml	273	territoires urbanisés				
2013-Vigano_CE_Oct23.xml	273	des basses terres généralement asséchées	dans le passé	pas		
2013-Vigano_CE_Oct23.xml	323	l’amélioration de la protection de la zone des sources				
2013-Vigano_CE_Oct23.xml	323	de nouvelles forêts				
2013-Vigano_CE_Oct23.xml	323	la re-naturalisation des fleuves				
2013-Vigano_CE_Oct23.xml	323	la reconstitution du réseau d’évacuation des eaux				
2013-Vigano_CE_Oct23.xml	323	la re-modélisation des terres basses immergées	après le grand assèchement du siècle dernier			
2013-Vigano_CE_Oct23.xml	323	la restructuration du patrimoine bâti				
2013-Vigano_CE_Oct23.xml	326	des projets radicaux				
2013-Vigano_CE_Oct23.xml	326	des actions réalisables dès à présent	dès à présent	pres		
2013-Vigano_CE_Oct23.xml	352	l’entretien, la réparation et le remplacement des infrastructures sont effectués régulièrement	régulièrement	fut		dur
2013-Vigano_CE_Oct23.xml	352	le soin requis				
2013-Vigano_CE_Oct23.xml	461	une longue histoire de rationalisations territoriales				
2013-Vigano_CE_Oct23.xml	461	les grandes opérations de déviation des rivières	au XVIe siècle	pas	oui	
2013-Vigano_CE_Oct23.xml	461	les travaux de remise en état des terres basses et humides	dans les années 1930 durant la période fasciste	pas	oui	
2013-Vigano_CE_Oct23.xml	461	des procédures de poldérisation				
2013-Vigano_CE_Oct23.xml	488	(ré)adapter le territoire à son environnement				
2013-Vigano_CE_Oct23.xml	488	urbanisation acceptée collectivement	les cent ans	pas		dur
2013-Vigano_CE_Oct23.xml	501	le futur de ce type de relations avec la rivière	futur	fut		
2013-Vigano_CE_Oct23.xml	527	Notre projet, réalisé	durant ces années	pas		dur
2013-Vigano_CE_Oct23.xml	559	l’expérience réalisée	entre 2003 et 2008	pas	oui	dur
2013-Vigano_CE_Oct23.xml	559	le projet de la ville				
2013-Vigano_CE_Oct23.xml	603	l’aménagement				
2013-Vigano_CE_Oct23.xml	603	préserver le centre-ville				
2013-Vigano_CE_Oct23.xml	603	en augmentant les digues actuelles (1,20 m) d’environ un mètre				
2013-Vigano_CE_Oct23.xml	603	la régénération de grands espaces portuaires en friche				
2013-Vigano_CE_Oct23.xml	603	une intégration urbaine forte				
2013-Vigano_CE_Oct23.xml	603	réaménagement de la zone d’expansion du fleuve, actuellement en cours	actuellement en cours	pres		dur
2013-Vigano_CE_Oct23.xml	637	l’avenir du bassin de la Durance	l’avenir	fut		
2013-Vigano_CE_Oct23.xml	651	remettre en culture des zones abandonnées	depuis longtemps	pas		dur
2013-Vigano_CE_Oct23.xml	662	la réalisation de l’Appalachian Trail	Dans les années 1920	pas	oui	
2013-Vigano_CE_Oct23.xml	788	a été transformé	Après la guerre	pas		
2013-Vigano_CE_Oct23.xml	797	une intervention concrète				
2013-Vigano_CE_Oct23.xml	797	les transformations futures du domaine	futures	fut		
2013-Vigano_CE_Oct23.xml	805	ne peut se réaliser dans des délais très courts	dans des délais très courts			
