Nom_fichier	Numéro_Phrase	Dynamique	Cause	Res	Obj
2011-Desvigne_CE_Oct23.xml	301	plantaient abondamment ces coteaux et vallons	none	none	none
2011-Desvigne_CE_Oct23.xml	301	géraient l’écoulement de l’eau	none	none	none
2011-Desvigne_CE_Oct23.xml	301	installaient toute la viabilisation et notamment les voies de circulations	none	les voies de circulations	none
2011-Desvigne_CE_Oct23.xml	301	fabriquant ainsi le développement de la ville	none	none	none
2011-Desvigne_CE_Oct23.xml	318	fabriquer un territoire d’une taille tout à fait comparable à Boston ou Minneapolis	none	un territoire d’une taille tout à fait comparable à Boston ou Minneapolis	none
2011-Desvigne_CE_Oct23.xml	321	la constitution d’un paysage, d’une géographie amplifiée	none	une géographie amplifiée	none
2011-Desvigne_CE_Oct23.xml	321	la ville de demain	none	none	none
2011-Desvigne_CE_Oct23.xml	337	mettre en place une stratégie d’aménagement	none	none	none
2011-Desvigne_CE_Oct23.xml	337	mener des réflexions sur des échelles plus petites	none	none	none
2011-Desvigne_CE_Oct23.xml	337	fabriquer des morceaux de ville	none	des morceaux de ville	none
2011-Desvigne_CE_Oct23.xml	337	effectuer des expérimentations concrètes	none	none	none
2011-Desvigne_CE_Oct23.xml	341	se construisent des premières tranches	none	des premières tranches	none
2011-Desvigne_CE_Oct23.xml	344	se prépare à accueillir une antenne du musée du Louvre	none	une antenne du musée du Louvre	none
2011-Desvigne_CE_Oct23.xml	345	Amorcer le processus de transformation du territoire d’Euralens	none	none	none
2011-Desvigne_CE_Oct23.xml	345	la réalisation d’espaces publics	none	espaces publics	none
2011-Desvigne_CE_Oct23.xml	346	prennent place	none	none	none
2011-Desvigne_CE_Oct23.xml	346	finissent par créer une continuité paysagère en écheveau	none	une continuité paysagère en écheveau	none
2011-Desvigne_CE_Oct23.xml	356	l’arrivée à Lens d’une annexe du musée du Louvre	none	une annexe du musée du Louvre	renforcer une zone minière en crise depuis deux générations
2011-Desvigne_CE_Oct23.xml	357	Le découpage en concessions du bassin minier	none	a constitué un territoire en forme d’archipel	none
2011-Desvigne_CE_Oct23.xml	357	a constitué un territoire en forme d’archipel	Le découpage en concessions du bassin minier	un territoire en forme d’archipel	none
2011-Desvigne_CE_Oct23.xml	357	les zones bâties	none	none	none
2011-Desvigne_CE_Oct23.xml	359	La requalification paysagère du tissage de ces cavaliers	none	permettra de donner la structure et les liaisons manquantes entre les cités	none
2011-Desvigne_CE_Oct23.xml	359	permettra de donner la structure et les liaisons manquantes	none	none	none
2011-Desvigne_CE_Oct23.xml	361	Les premières réalisations	none	none	donner les meilleures conditions d’ouverture du musée du Louvre
2011-Desvigne_CE_Oct23.xml	361	amorcer le processus de transformation du territoire	none	none	amorcer le processus de transformation du territoire
2011-Desvigne_CE_Oct23.xml	381	La reconversion du port de l’Eilandje	none	en quartier d’habitation	none
2011-Desvigne_CE_Oct23.xml	381	la qualification de ses espaces publics	none	none	none
2011-Desvigne_CE_Oct23.xml	395	la revitalisation du Vieux-Port	none	none	clarifier et caractériser la nature des espaces publics selon leur localisation dans le territoire
2011-Desvigne_CE_Oct23.xml	414	a beaucoup construit	none	none	none
2011-Desvigne_CE_Oct23.xml	414	bâtissait	none	la masse	none
2011-Desvigne_CE_Oct23.xml	414	sans réaliser des espaces publics	none	des espaces publics	none
2011-Desvigne_CE_Oct23.xml	414	urbanisations produites	none	none	none
2011-Desvigne_CE_Oct23.xml	417	réparations successives	none	none	none
2011-Desvigne_CE_Oct23.xml	417	petites additions	none	none	none
2011-Desvigne_CE_Oct23.xml	417	projets de transformations	none	none	none
2011-Desvigne_CE_Oct23.xml	417	créer un nouveau quartier	none	un nouveau quartier	none
2011-Desvigne_CE_Oct23.xml	417	un nouveau quartier	none	quartier	none
2011-Desvigne_CE_Oct23.xml	419	puisse devenir un parc	none	un parc	none
2011-Desvigne_CE_Oct23.xml	424	permet de fabriquer de vastes territoires	none	de vastes territoires	none
2011-Desvigne_CE_Oct23.xml	428	est nouvelle	none	transforme la précédente	none
2011-Desvigne_CE_Oct23.xml	428	transforme la précédente	Chaque couche est nouvelle	none	none
2011-Desvigne_CE_Oct23.xml	430	réalise vraiment le réseau des chemins	none	le réseau des chemins	none
2011-Desvigne_CE_Oct23.xml	445	se sont déplacées	none	none	none
2011-Desvigne_CE_Oct23.xml	445	créer un lien majeur pour Bordeaux : un très vaste parc en centre-ville	none	un très vaste parc en centre-ville	none
2011-Desvigne_CE_Oct23.xml	449	les mutations	none	none	afin d’accueillir les nouveaux quartiers
2011-Desvigne_CE_Oct23.xml	449	accueillir les nouveaux quartiers	none	les nouveaux quartiers	none
2011-Desvigne_CE_Oct23.xml	449	les nouveaux quartiers	none	quartiers	none
2011-Desvigne_CE_Oct23.xml	453	De nouveaux bâtiments	none	bâtiments	none
2011-Desvigne_CE_Oct23.xml	453	se construisent	none	De nouveaux bâtiments	none
2011-Desvigne_CE_Oct23.xml	453	achève un musée, Norman Foster un opéra, et Rem Koolhaas un théâtre	none	un théâtre	none
2011-Desvigne_CE_Oct23.xml	454	veut faire la «place centrale»	none	la «place centrale»	none
2011-Desvigne_CE_Oct23.xml	473	substituer au parc unitaire	none	un «système de parcs» composé d’un cordon longeant la Saône et de ramifications innervant l’intérieur du site	none
2011-Desvigne_CE_Oct23.xml	473	initialement projeté	none	none	none
2011-Desvigne_CE_Oct23.xml	483	Ses nouveaux îlots bâtis	none	îlots	none
2011-Desvigne_CE_Oct23.xml	488	le processus de transformation des territoires	none	none	none
2011-Desvigne_CE_Oct23.xml	488	les sites en mutation	none	none	none
2011-Desvigne_CE_Oct23.xml	488	peuvent rapidement se transformer	none	en chantier permanent	none
2011-Desvigne_CE_Oct23.xml	489	la fabrication de la ville	none	la ville	none
2011-Desvigne_CE_Oct23.xml	489	quelque chose se passe	none	none	none
2011-Desvigne_CE_Oct23.xml	492	une réalisation rapide	none	none	none
2011-Desvigne_CE_Oct23.xml	492	le chantier	none	none	pour ouvrir le site aux usagers et anticiper le futur aménagement
2011-Desvigne_CE_Oct23.xml	492	le futur aménagement	none	none	none
2011-Desvigne_CE_Oct23.xml	493	composerait ainsi un « paysage zéro », paysage de préfiguration	none	un « paysage zéro », paysage de préfiguration	none
2011-Desvigne_CE_Oct23.xml	493	la mise en œuvre	none	none	none
2011-Desvigne_CE_Oct23.xml	494	fabrication du paysage zéro	none	paysage zéro	none
2011-Desvigne_CE_Oct23.xml	494	l’aménagement global du site	none	none	none
2011-Desvigne_CE_Oct23.xml	497	une série d’actions physiques sur le site	none	none	none
2011-Desvigne_CE_Oct23.xml	497	interventions utilitaires	none	none	none
2011-Desvigne_CE_Oct23.xml	497	création de chemins	none	chemins	none
2011-Desvigne_CE_Oct23.xml	497	création de fossés	none	fossés	none
2011-Desvigne_CE_Oct23.xml	497	les chantiers de la réalisation des quartiers	none	quartiers	none
2011-Desvigne_CE_Oct23.xml	497	mise en place des lieux de stockage de la terre végétale	none	lieux de stockage de la terre végétale	none
2011-Desvigne_CE_Oct23.xml	497	futurs quartiers	none	none	none
2011-Desvigne_CE_Oct23.xml	497	constitution d’une pépinière	none	une pépinière	none
2011-Desvigne_CE_Oct23.xml	498	Autant d’actions	none	none	none
2011-Desvigne_CE_Oct23.xml	498	les dessins futurs	none	none	none
2011-Desvigne_CE_Oct23.xml	498	le futur campus	none	campus	none
2011-Desvigne_CE_Oct23.xml	498	en valorisant les terrains	none	none	none
2011-Desvigne_CE_Oct23.xml	503	Fabriquer un prototype, un jardin achevé et sophistiqué	none	un jardin achevé et sophistiqué	none
2011-Desvigne_CE_Oct23.xml	503	un chantier	none	none	none
2011-Desvigne_CE_Oct23.xml	504	un jardin provisoire	none	none	none
2011-Desvigne_CE_Oct23.xml	504	futur parc potentiel	none	parc potentiel	none
2011-Desvigne_CE_Oct23.xml	506	avons-nous installé quelques chemins, une pelouse, une végétation temporaire	none	une végétation temporaire	none
2011-Desvigne_CE_Oct23.xml	517	sera remplacée plus tard	none	par des végétaux pérennes adaptés au nouvel environnement urbain	none
2011-Desvigne_CE_Oct23.xml	521	Son aménagement	none	la réalisation rapide d’un bassin de retenue d’eau	none
2011-Desvigne_CE_Oct23.xml	521	la réalisation rapide d’un bassin de retenue d’eau	none	un bassin de retenue d’eau	none
2011-Desvigne_CE_Oct23.xml	521	en amorçant la transformation progressive du territoire	none	none	none
2011-Desvigne_CE_Oct23.xml	526	nouveaux quartiers	none	quartiers	none
2011-Desvigne_CE_Oct23.xml	533	construire des villes émergentes	none	des villes émergentes	none
2011-Desvigne_CE_Oct23.xml	534	Le projet de recomposition territoriale	none	none	none
2011-Desvigne_CE_Oct23.xml	534	a été mis en place	none	le système de parcs	none
2011-Desvigne_CE_Oct23.xml	535	devenus des égouts à ciel ouvert	none	des égouts à ciel ouvert	none
2011-Desvigne_CE_Oct23.xml	536	amplifier la présence de cette nature	none	none	none
2011-Desvigne_CE_Oct23.xml	536	plantation abondante des coteaux	none	none	none
2011-Desvigne_CE_Oct23.xml	536	installation de la viabilisation, des voies de circulation	none	voies de circulation	none
2011-Desvigne_CE_Oct23.xml	536	développement de la ville	none	none	none
2011-Desvigne_CE_Oct23.xml	540	nouveaux quartiers	none	quartiers	none
2011-Desvigne_CE_Oct23.xml	543	Construire le futur projet	none	none	none
2011-Desvigne_CE_Oct23.xml	543	en reconstituer de plus petits	none	de plus petits	none
2011-Desvigne_CE_Oct23.xml	544	pourra lier toutes les pièces de l’archipel (équipements, existants et nouveaux, habitat, etc.)	none	none	none
2011-Desvigne_CE_Oct23.xml	544	constituer une extraordinaire structure	none	une extraordinaire structure	none
2011-Desvigne_CE_Oct23.xml	544	permettra d’organiser les déplacements, les espaces publics et la gestion de l’eau	none	none	none
2011-Desvigne_CE_Oct23.xml	555	l’installation au coup par coup des différents établissements	none	différents établissements	none
2011-Desvigne_CE_Oct23.xml	556	la constitution d’un paysage	none	un paysage	none
2011-Desvigne_CE_Oct23.xml	556	organiser un site aussi vaste	none	none	none
2011-Desvigne_CE_Oct23.xml	558	combler ce système lacunaire	none	conduirait à banaliser le territoire, à le défigurer	pour gagner en densité bâtie
2011-Desvigne_CE_Oct23.xml	558	gagner en densité bâtie	none	none	none
2011-Desvigne_CE_Oct23.xml	558	défigurer	none	none	none
2011-Desvigne_CE_Oct23.xml	561	accueillera les voies de toute nature, les infrastructures nouvelles, mais aussi les dispositifs de gestion des eaux	none	les dispositifs de gestion des eaux	none
2011-Desvigne_CE_Oct23.xml	563	accueillera des «parcs-campus»	none	des «parcs-campus»	none
2011-Desvigne_CE_Oct23.xml	574	la transformation du plateau de Saclay	none	none	none
2011-Desvigne_CE_Oct23.xml	574	transformer le territoire en un chantier sans fin	none	un chantier sans fin	none
2011-Desvigne_CE_Oct23.xml	574	constituer un paysage artificiel évolutif	none	un paysage artificiel évolutif	none
2011-Desvigne_CE_Oct23.xml	576	édification et de confortement des parcs-campus	none	parcs-campus	none
2011-Desvigne_CE_Oct23.xml	576	la transformation du site	none	none	none
2011-Desvigne_CE_Oct23.xml	576	la construction du campus	none	campus	none
2011-Desvigne_CE_Oct23.xml	576	fabrication de sols fertiles	none	sols fertiles	none
2011-Desvigne_CE_Oct23.xml	576	constitution de sols artificiels	none	sols artificiels	none
2011-Desvigne_CE_Oct23.xml	578	les nouveaux bâtiments	none	none	none
2011-Desvigne_CE_Oct23.xml	578	ne doivent s’installer	none	les nouveaux bâtiments	none
2011-Desvigne_CE_Oct23.xml	579	est installé	none	Un paysage composé de prairies, de vergers et de bassins	none
2011-Desvigne_CE_Oct23.xml	581	Progressivement, des bâtiments se construisent	none	des bâtiments	none
2011-Desvigne_CE_Oct23.xml	582	devient un parc	none	un parc	none
2011-Desvigne_CE_Oct23.xml	582	s’installent	none	des terrains de sport	none
2011-Desvigne_CE_Oct23.xml	582	se développent	none	none	none
2011-Desvigne_CE_Oct23.xml	582	prennent place	none	les voiries	none
2011-Desvigne_CE_Oct23.xml	624	artificialisation des sols à grande échelle	cet urbain étalé	none	none
2011-Desvigne_CE_Oct23.xml	638	Mettre en place ce nouveau paysage, cette bande continue qui se substituerait à la ligne	none	cette bande continue	none
2011-Desvigne_CE_Oct23.xml	638	cette bande continue qui se substituerait à la ligne	none	none	none
2011-Desvigne_CE_Oct23.xml	650	la même dilatation appliquée à la limite entre deux propriétés foncières	la même dilatation appliquée à la limite entre deux propriétés foncières	créerait un réseau de chemins, de fossés	none
2011-Desvigne_CE_Oct23.xml	650	créerait un réseau de chemins, de fossés	none	un réseau de chemins, de fossés	none
2011-Desvigne_CE_Oct23.xml	650	autrefois présents, aujourd’hui disparus	none	none	none
2011-Desvigne_CE_Oct23.xml	650	constituer peu à peu de vrais espaces communs	none	de vrais espaces communs	none
2011-Desvigne_CE_Oct23.xml	666	procéder par substitution	none	none	none
2011-Desvigne_CE_Oct23.xml	666	installer des cheminements	none	des cheminements	none
2011-Desvigne_CE_Oct23.xml	667	permet d’installer boisements, noues, prairies	none	prairies	none
2011-Desvigne_CE_Oct23.xml	669	petit parc public réalisé	none	petit parc public	none
2011-Desvigne_CE_Oct23.xml	669	installer des fleurs	none	des fleurs	none
2011-Desvigne_CE_Oct23.xml	669	tout demeure en place	none	none	none
2011-Desvigne_CE_Oct23.xml	673	installer ici des structures paysagères	none	des structures paysagères	none
2011-Desvigne_CE_Oct23.xml	673	améliorent rapidement les qualités de sa périphérie	none	none	none
2011-Desvigne_CE_Oct23.xml	675	la transformation de ce paysage	none	none	none
2011-Desvigne_CE_Oct23.xml	675	peuvent se constituer	none	de véritables espaces publics et utilitaires	none
2011-Desvigne_CE_Oct23.xml	676	peuvent à terme composer	none	de beaux territoires	none
2011-Desvigne_CE_Oct23.xml	689	l’édification d’un territoire commun	none	un territoire commun	none
2011-Desvigne_CE_Oct23.xml	697	Ces transformations	none	none	none
2011-Desvigne_CE_Oct23.xml	697	des aménagements	none	créant de nouveaux usages piétons et commerciaux	none
2011-Desvigne_CE_Oct23.xml	711	avons proposé un espace public	none	none	none
2011-Desvigne_CE_Oct23.xml	711	avons fabriqué, devant le lac, une immense place en stabilisé, une sorte de plage en ville	none	une sorte de plage en ville	none
2011-Desvigne_CE_Oct23.xml	711	avons mis en œuvre un aménagement absolument invisible	none	un aménagement absolument invisible	none
2011-Desvigne_CE_Oct23.xml	735	va être bâti	none	Le campus universitaire d’Esch-sur-Alzette	none
2011-Desvigne_CE_Oct23.xml	744	ménageant en son cœur des endroits où flâner, s’asseoir, attendre, regarder la vie de la gare	none	des endroits où flâner, s’asseoir, attendre, regarder la vie de la gare	none
2011-Desvigne_CE_Oct23.xml	750	a modifié en profondeur la géographie naturelle	La géographie artificielle	none	none
2011-Desvigne_CE_Oct23.xml	750	a eu pour effet de gommer, d’effacer ou d’estomper les caractéristiques naturelles des sites	La géographie artificielle	none	none
2011-Desvigne_CE_Oct23.xml	754	créer une sorte de géographie unitaire, tout au moins cohérente	none	une sorte de géographie unitaire	none
2011-Desvigne_CE_Oct23.xml	756	Implanter, comme on veut le faire à Saclay, les grandes voies de circulation	none	les grandes voies de circulation	none
2011-Desvigne_CE_Oct23.xml	756	un mode de viabilisation particulier	none	none	none
2011-Desvigne_CE_Oct23.xml	757	va recomposer les parcelles	none	none	pour les lotir
2011-Desvigne_CE_Oct23.xml	757	lotir	none	none	none
2011-Desvigne_CE_Oct23.xml	760	conçoit une bonne route	none	une bonne route	none
2011-Desvigne_CE_Oct23.xml	765	la construction des infrastructures	none	infrastructures	none
2011-Desvigne_CE_Oct23.xml	767	la construction de lourdes infrastructures	none	lourdes infrastructures	none
2011-Desvigne_CE_Oct23.xml	767	constructions	none	none	none
2011-Desvigne_CE_Oct23.xml	767	développement des lignes à très grande vitesse	none	none	none
2011-Desvigne_CE_Oct23.xml	771	vouloir imiter des formes de nature	none	none	none
2011-Desvigne_CE_Oct23.xml	771	chercher à déguiser certaines autoroutes en vallées	none	en vallées	none
2011-Desvigne_CE_Oct23.xml	773	avons planté une multitude de pins parasols	none	une multitude de pins parasols	none
2011-Desvigne_CE_Oct23.xml	773	la création de petits boisements	none	petits boisements	none
2011-Desvigne_CE_Oct23.xml	780	remplacer le faisceau de voies ferrées désaffectées	none	par des quartiers organisés autour d’un boulevard	none
2011-Desvigne_CE_Oct23.xml	791	ont donné forme au territoire	none	none	none
2011-Desvigne_CE_Oct23.xml	791	le drainage des parties cultivées	none	a abaissé leur niveau	none
2011-Desvigne_CE_Oct23.xml	791	a abaissé leur niveau	le drainage des parties cultivées	none	none
2011-Desvigne_CE_Oct23.xml	791	est resté stable	none	none	none
2011-Desvigne_CE_Oct23.xml	792	briser les digues	none	none	pour permettre à l’eau de se répandre, en cas d’inondation, dans les zones agricoles
2011-Desvigne_CE_Oct23.xml	794	sont ainsi rehaussés	none	none	none
2011-Desvigne_CE_Oct23.xml	794	constituant des territoires hors d’eau	none	territoires hors d’eau	none
2011-Desvigne_CE_Oct23.xml	807	la création de trois parcs	none	trois parcs	none
2011-Desvigne_CE_Oct23.xml	814	Le projet opérationnel	none	none	none
2011-Desvigne_CE_Oct23.xml	814	planter 12 000 pins parasols	none	12 000 pins parasols	none
2011-Desvigne_CE_Oct23.xml	817	devient ainsi un paysage unitaire, à grande échelle, une pinède organisée en coulisses avec des cadrages sur la ville et la campagne	none	une pinède organisée en coulisses avec des cadrages sur la ville et la campagne	none
2018-TER_CE_Oct23.xml	68	le chantier du parc du Sausset	none	parc du Sausset	none
2018-TER_CE_Oct23.xml	159	Réaliser des ouvrages	none	des ouvrages	none
2018-TER_CE_Oct23.xml	165	différents projets	none	none	none
2018-TER_CE_Oct23.xml	165	les projets du lac Marie-Claire	none	none	none
2018-TER_CE_Oct23.xml	165	la réalisation du parc Aqua Magica	none	parc Aqua Magica	none
2018-TER_CE_Oct23.xml	165	la réalisation du jardin des Acacias	none	jardin des Acacias	none
2018-TER_CE_Oct23.xml	165	le projet territorial de Nanterre Bords de Seine	none	none	none
2018-TER_CE_Oct23.xml	165	sera réalisé	none	none	none
2018-TER_CE_Oct23.xml	188	la fabrication de la ville	none	la ville	none
2018-TER_CE_Oct23.xml	188	créer des espaces publics	none	des espaces publics	none
2018-TER_CE_Oct23.xml	189	l’immense besoin de construction de logements	none	logements	none
2018-TER_CE_Oct23.xml	195	Formation du territoire de Cayenne	none	territoire de Cayenne	none
2018-TER_CE_Oct23.xml	197	l’implantation des grandes infrastructures de transports franciliens	none	fragmentent son territoire	none
2018-TER_CE_Oct23.xml	197	fragmentent son territoire	l’implantation des grandes infrastructures de transports franciliens	none	none
2018-TER_CE_Oct23.xml	197	la future A14	none	none	none
2018-TER_CE_Oct23.xml	197	les infrastructures actuelles et futures	none	none	none
2018-TER_CE_Oct23.xml	198	une conception par « strates et horizons »	none	none	none
2018-TER_CE_Oct23.xml	198	l’infrastructure projetée en viaduc	none	none	none
2018-TER_CE_Oct23.xml	198	une canopée générée	la plantation d’un nouveau parc boisé	none	none
2018-TER_CE_Oct23.xml	198	la plantation d’un nouveau parc boisé	none	une canopée	none
2018-TER_CE_Oct23.xml	198	un nouveau parc boisé	none	parc boisé	none
2018-TER_CE_Oct23.xml	198	permettant d’assurer les continuités écologiques, visuelles et d’usage	none	none	none
2018-TER_CE_Oct23.xml	199	scénarise ainsi une nouvelle entrée	none	none	none
2018-TER_CE_Oct23.xml	199	des jardins partagés et des émergences architecturales existantes et à venir	none	un nouvel horizon urbain	none
2018-TER_CE_Oct23.xml	199	un nouvel horizon urbain	des jardins partagés et des émergences architecturales existantes et à venir	horizon urbain	none
2018-TER_CE_Oct23.xml	200	cet aménagement anticipateur de l’autoroute	none	none	none
2018-TER_CE_Oct23.xml	200	cette nouvelle infrastructure	none	infrastructure	none
2018-TER_CE_Oct23.xml	240	le processus de reconversion de sites industriels	none	l’invention d’un nouveau paysage	none
2018-TER_CE_Oct23.xml	240	l’invention d’un nouveau paysage	le processus de reconversion de sites industriels	un nouveau paysage	none
2018-TER_CE_Oct23.xml	240	architecture préservée et reprogrammée	none	none	none
2018-TER_CE_Oct23.xml	242	inventer de nouveaux paysages urbains	none	de nouveaux paysages urbains	none
2018-TER_CE_Oct23.xml	242	développement de nouvelles natures urbaines	none	none	none
2018-TER_CE_Oct23.xml	242	nouvelles natures urbaines	none	natures urbaines	none
2018-TER_CE_Oct23.xml	245	La réalisation du jardin du Pavillon français	none	jardin du Pavillon français	none
2018-TER_CE_Oct23.xml	245	construit	none	jardin du Pavillon français	none
2018-TER_CE_Oct23.xml	249	cette ville en densification permanente	none	none	none
2018-TER_CE_Oct23.xml	249	reconnecte les quartiers hors la ville	none	none	none
2018-TER_CE_Oct23.xml	249	au linéaire de quais industriels devenus peu à peu friches	none	friches	none
2018-TER_CE_Oct23.xml	250	un parc forestier de 250 hectares en cours de réalisation	none	un parc forestier de 250 hectares	none
2018-TER_CE_Oct23.xml	269	la création de « l’espace démocratique »	none	« l’espace démocratique »	none
2018-TER_CE_Oct23.xml	271	la réalisation de la place	none	la place	none
2018-TER_CE_Oct23.xml	271	les bureaux en construction	none	les bureaux	none
2018-TER_CE_Oct23.xml	275	espace déjà réaménagé	none	none	none
2018-TER_CE_Oct23.xml	275	la revitalisation de l’espace public barcelonais	none	none	none
2018-TER_CE_Oct23.xml	275	objet de nombreux projets	none	none	none
2018-TER_CE_Oct23.xml	275	l’achèvement de la Diagonal	none	la Diagonal	none
2018-TER_CE_Oct23.xml	275	un projet innovant de place-parc	en réponse à l’urgence climatique en cœur de ville	none	none
2018-TER_CE_Oct23.xml	302	est ainsi amenée à devenir, dans toute son épaisseur, un espace de la vie quotidienne	none	un espace de la vie quotidienne	none
2018-TER_CE_Oct23.xml	307	Création d’une place-parc	none	une place-parc	none
2018-TER_CE_Oct23.xml	309	la création d’un parking souterrain	none	ayant surélevé la place	none
2018-TER_CE_Oct23.xml	309	ayant surélevé la place	la création d’un parking souterrain	none	none
2018-TER_CE_Oct23.xml	309	isolant du contexte urbain par des escaliers, des murs et des rampes de parking	none	none	none
2018-TER_CE_Oct23.xml	310	créer un espace public	none	un espace public	Pour que la place retrouve sa vocation originelle
2018-TER_CE_Oct23.xml	311	redescendre la place	none	none	réactiver les commerces du quartier dans un concept de « radical flatness »
2018-TER_CE_Oct23.xml	311	la restructuration minutieuse de la dalle du parkings	none	none	retrouver une surface continue
2018-TER_CE_Oct23.xml	314	l’implantation de jardins	none	jardins	Il est conçu comme un poumon vert qui puisse offrir des zones d’ombre
2018-TER_CE_Oct23.xml	314	créant des espaces de repos et de fraîcheur ainsi qu’une « smart canopy », une pergola avec des vignes	none	une « smart canopy »	none
2018-TER_CE_Oct23.xml	323	s’étendre	none	none	pour investir l’île de Wilhelmsburg
2018-TER_CE_Oct23.xml	323	investir l’île de Wilhelmsburg	none	none	none
2018-TER_CE_Oct23.xml	323	espace déshérité	none	none	none
2018-TER_CE_Oct23.xml	325	Le projet urbain de Wilhelmsburg ainsi engagé	none	none	équilibrer l’espace urbain très clivé de la Ville-État
2018-TER_CE_Oct23.xml	325	la ville écologique du futur	none	none	none
2018-TER_CE_Oct23.xml	325	équilibrer l’espace urbain	none	none	none
2018-TER_CE_Oct23.xml	327	créer une continuité écologique	none	une continuité écologique	none
2018-TER_CE_Oct23.xml	327	l’établissement d’un « park system »	none	un « park system »	none
2018-TER_CE_Oct23.xml	327	reliant les rives nord et sud	none	none	none
2018-TER_CE_Oct23.xml	328	la création de canaux et de ports de plaisances	none	ports de plaisances	none
2018-TER_CE_Oct23.xml	328	structurant l’île actuelle	none	none	none
2018-TER_CE_Oct23.xml	328	son urbanisation à venir	none	none	none
2018-TER_CE_Oct23.xml	330	a directement réalisé certaines parties (port de plaisance, canaux, place centrale)	none	place centrale	none
2018-TER_CE_Oct23.xml	333	Reconversion de la mine de charbon	none	en quartier culturel alternatif	none
2018-TER_CE_Oct23.xml	338	révise la nette séparation historique entre la mine et les quartiers d’habitation avoisinants	none	none	none
2018-TER_CE_Oct23.xml	338	en installant un « ruban de développement »	none	un « ruban de développement »	none
2018-TER_CE_Oct23.xml	338	un « ruban de développement »	none	none	none
2018-TER_CE_Oct23.xml	338	tous les monuments industriels à conserver et à reprogrammer	none	none	none
2018-TER_CE_Oct23.xml	342	sont réalisés	none	le chemin installé	none
2018-TER_CE_Oct23.xml	342	reliant le musée au parc Rückriem	none	none	none
2018-TER_CE_Oct23.xml	348	Le projet « Over de Ring Zuid »	none	none	none
2018-TER_CE_Oct23.xml	348	l’avenir de l’infrastructure routière périphérique	none	none	none
2018-TER_CE_Oct23.xml	348	couvrir en tout ou partie	none	none	afin de créer des connexions, espaces publics et développements futurs
2018-TER_CE_Oct23.xml	348	créer des connexions, espaces publics et développements futurs	none	espaces publics	none
2018-TER_CE_Oct23.xml	350	ces couvertures potentielles	none	none	le moyen d’une transformation progressive de la ville-territoire à l’échelle des 4 km d’intervention et de porter une vision globale pour cette portion de ville
2018-TER_CE_Oct23.xml	350	une transformation progressive de la ville-territoire	none	none	none
2018-TER_CE_Oct23.xml	350	une vision globale pour cette portion de ville	none	none	none
2018-TER_CE_Oct23.xml	351	le déploiement des systèmes hydrologiques et écologiques	none	none	none
2018-TER_CE_Oct23.xml	351	nouvelles natures et espaces de partage	none	espaces de partage	none
2018-TER_CE_Oct23.xml	351	le quartier en développement	none	none	none
2018-TER_CE_Oct23.xml	351	un projet spatial global des mobilités fédératrices de nouvelles connexions clé	none	none	none
2018-TER_CE_Oct23.xml	357	Couvrir	none	none	pour créer des connexions territoriales
2018-TER_CE_Oct23.xml	357	créer des connexions territoriales	none	none	none
2018-TER_CE_Oct23.xml	358	La couverture du Ring	none	none	none
2018-TER_CE_Oct23.xml	358	crée un espace public structurant	none	un espace public structurant	none
2018-TER_CE_Oct23.xml	364	créer des territoires écosystémiques	none	territoires écosystémiques	none
2018-TER_CE_Oct23.xml	365	Co-construire des écosystèmes territoriaux	none	écosystèmes territoriaux	none
2018-TER_CE_Oct23.xml	366	se constituent	none	les métropoles	none
2018-TER_CE_Oct23.xml	366	de nouveaux territoires gigantesques	none	territoires gigantesques	none
2018-TER_CE_Oct23.xml	372	l’opération d’intérêt national Seine Aval	none	none	none
2018-TER_CE_Oct23.xml	372	avons développé le concept de « plages » de « Seine Park »	none	none	none
2018-TER_CE_Oct23.xml	372	une réalisation du parc départemental	none	parc départemental	none
2018-TER_CE_Oct23.xml	374	nouveaux projets urbains	des actions concrètes et ciblées provenant de la population	none	none
2018-TER_CE_Oct23.xml	376	une nouvelle planification de maillage du territoire	none	none	none
2018-TER_CE_Oct23.xml	376	permettant de ne pas achever le bouclage du Ring	none	none	none
2018-TER_CE_Oct23.xml	376	urbaniser son environnement	none	none	none
2018-TER_CE_Oct23.xml	376	en le transformant	none	en boulevard urbain	none
2018-TER_CE_Oct23.xml	377	réaliser le viaduc de bouclage nord du Ring	none	déclenchant la contestation des habitants riverains	none
2018-TER_CE_Oct23.xml	387	la nouvelle colonne vertébrale du Grand Toulouse	none	colonne vertébrale du Grand Toulouse	none
2018-TER_CE_Oct23.xml	387	reliant le centre ville à la campagne	none	none	none
2018-TER_CE_Oct23.xml	395	la création de vastes noues plantées	none	vastes noues plantées	une stratégie d’anticipation du risque d’inondation
2018-TER_CE_Oct23.xml	395	instituant, en cas de crue, de nouveaux bras du Rhin	none	de nouveaux bras du Rhin	none
2018-TER_CE_Oct23.xml	395	générant immédiatement de nouveaux cheminements, de nouveaux espaces publics en réseau	none	de nouveaux espaces publics en réseau	none
2018-TER_CE_Oct23.xml	397	faut préparer le terrain	none	none	pour laisser l’eau dessiner et modeler en partie les villes et les paysages de bord de fleuve de la même manière que sur les territoires littoraux
2018-TER_CE_Oct23.xml	397	laisser l’eau dessiner et modeler en partie les villes et les paysages de bord de fleuve	none	none	none
